dataset,qid,question,failure_label,rewrite_type,rewrite_query
klue_mrc,klue_mrc_validation_q_003475,중국의 경제성장률이 최고치를 기록한 해는?,,keyword,경제성장률 최고치 기록한 중국 해는
klue_mrc,klue_mrc_validation_q_003475,중국의 경제성장률이 최고치를 기록한 해는?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 중국의 경제성장률이 최고치를 기록한 해는?
klue_mrc,klue_mrc_validation_q_003475,중국의 경제성장률이 최고치를 기록한 해는?,,structured,entity: 경제성장률 최고치 기록한 | intent: 정답 정보 | constraint: high
klue_mrc,klue_mrc_validation_q_003475,중국의 경제성장률이 최고치를 기록한 해는?,,llm,경제성장률 최고치 기록한 중국 해는 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003513,현대무용가에서 카페 사장으로 이직한 사람은?,,original,현대무용가에서 카페 사장으로 이직한 사람은?
klue_mrc,klue_mrc_validation_q_003513,현대무용가에서 카페 사장으로 이직한 사람은?,,keyword,현대무용가 이직한 카페 사장 사람
klue_mrc,klue_mrc_validation_q_003513,현대무용가에서 카페 사장으로 이직한 사람은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 현대무용가에서 카페 사장으로 이직한 사람은?
klue_mrc,klue_mrc_validation_q_003513,현대무용가에서 카페 사장으로 이직한 사람은?,,structured,entity: 현대무용가 이직한 카페 | intent: 인물·주체 | constraint: high
klue_mrc,klue_mrc_validation_q_003513,현대무용가에서 카페 사장으로 이직한 사람은?,,llm,현대무용가 이직한 카페 사장 사람 인물·주체 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003517,삼산동의 상권을 분석한 사람의 이름은?,,original,삼산동의 상권을 분석한 사람의 이름은?
klue_mrc,klue_mrc_validation_q_003517,삼산동의 상권을 분석한 사람의 이름은?,,keyword,삼산동 분석한 상권 사람 이름
klue_mrc,klue_mrc_validation_q_003517,삼산동의 상권을 분석한 사람의 이름은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 삼산동의 상권을 분석한 사람의 이름은?
klue_mrc,klue_mrc_validation_q_003517,삼산동의 상권을 분석한 사람의 이름은?,,structured,entity: 삼산동 분석한 상권 | intent: 인물·주체 | constraint: high
klue_mrc,klue_mrc_validation_q_003517,삼산동의 상권을 분석한 사람의 이름은?,,llm,삼산동 분석한 상권 사람 이름 인물·주체 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003520,온라인 음악회 개최 비용은?,missing_key_term,original,온라인 음악회 개최 비용은?
klue_mrc,klue_mrc_validation_q_003520,온라인 음악회 개최 비용은?,missing_key_term,keyword,온라인 음악회 개최 비용
klue_mrc,klue_mrc_validation_q_003520,온라인 음악회 개최 비용은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 온라인 음악회 개최 비용은?
klue_mrc,klue_mrc_validation_q_003520,온라인 음악회 개최 비용은?,missing_key_term,structured,entity: 온라인 음악회 개최 | intent: 정답 정보 | constraint: 개최
klue_mrc,klue_mrc_validation_q_003520,온라인 음악회 개최 비용은?,missing_key_term,llm,온라인 음악회 개최 비용 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003530,설화수 후는 몇 층에 입점했는가?,,original,설화수 후는 몇 층에 입점했는가?
klue_mrc,klue_mrc_validation_q_003530,설화수 후는 몇 층에 입점했는가?,,keyword,입점했는 설화수 후는 층에 몇
klue_mrc,klue_mrc_validation_q_003530,설화수 후는 몇 층에 입점했는가?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 설화수 후는 몇 층에 입점했는가?
klue_mrc,klue_mrc_validation_q_003530,설화수 후는 몇 층에 입점했는가?,,structured,entity: 입점했는 설화수 후는 | intent: 숫자·시간 정보 | constraint: 몇
klue_mrc,klue_mrc_validation_q_003530,설화수 후는 몇 층에 입점했는가?,,llm,입점했는 설화수 후는 층에 몇 숫자·시간 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003540,5억의 훈련비가 소요되는 집단은?,numeric_temporal_mismatch,original,5억의 훈련비가 소요되는 집단은?
klue_mrc,klue_mrc_validation_q_003540,5억의 훈련비가 소요되는 집단은?,numeric_temporal_mismatch,keyword,훈련비 5억 소요 집단
klue_mrc,klue_mrc_validation_q_003540,5억의 훈련비가 소요되는 집단은?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 5억의 훈련비가 소요되는 집단은?
klue_mrc,klue_mrc_validation_q_003540,5억의 훈련비가 소요되는 집단은?,numeric_temporal_mismatch,structured,entity: 훈련비 5억 소요 | intent: 정답 정보 | constraint: 5억
klue_mrc,klue_mrc_validation_q_003540,5억의 훈련비가 소요되는 집단은?,numeric_temporal_mismatch,llm,훈련비 5억 소요 집단 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003542,주역 이름이 명훈인 영화는?,missing_key_term,original,주역 이름이 명훈인 영화는?
klue_mrc,klue_mrc_validation_q_003542,주역 이름이 명훈인 영화는?,missing_key_term,keyword,명훈인 주역 이름 영화
klue_mrc,klue_mrc_validation_q_003542,주역 이름이 명훈인 영화는?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 주역 이름이 명훈인 영화는?
klue_mrc,klue_mrc_validation_q_003542,주역 이름이 명훈인 영화는?,missing_key_term,structured,entity: 명훈인 주역 이름 | intent: 인물·주체 | constraint: 명훈인
klue_mrc,klue_mrc_validation_q_003542,주역 이름이 명훈인 영화는?,missing_key_term,llm,명훈인 주역 이름 영화 인물·주체 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003545,금융회사의 건전성을 강조한 사람은?,missing_key_term,original,금융회사의 건전성을 강조한 사람은?
klue_mrc,klue_mrc_validation_q_003545,금융회사의 건전성을 강조한 사람은?,missing_key_term,keyword,금융회사 건전성 강조한 사람
klue_mrc,klue_mrc_validation_q_003545,금융회사의 건전성을 강조한 사람은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 금융회사의 건전성을 강조한 사람은?
klue_mrc,klue_mrc_validation_q_003545,금융회사의 건전성을 강조한 사람은?,missing_key_term,structured,entity: 금융회사 건전성 강조한 | intent: 인물·주체 | constraint: missing_key_term
klue_mrc,klue_mrc_validation_q_003545,금융회사의 건전성을 강조한 사람은?,missing_key_term,llm,금융회사 건전성 강조한 사람 인물·주체 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003555,최근 1인당 소득이 3만달러 수준으로 늘어난 나라는?,numeric_temporal_mismatch,original,최근 1인당 소득이 3만달러 수준으로 늘어난 나라는?
klue_mrc,klue_mrc_validation_q_003555,최근 1인당 소득이 3만달러 수준으로 늘어난 나라는?,numeric_temporal_mismatch,keyword,3만달러 1인당 늘어난 최근 소득 수준 나라
klue_mrc,klue_mrc_validation_q_003555,최근 1인당 소득이 3만달러 수준으로 늘어난 나라는?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 최근 1인당 소득이 3만달러 수준으로 늘어난 나라는?
klue_mrc,klue_mrc_validation_q_003555,최근 1인당 소득이 3만달러 수준으로 늘어난 나라는?,numeric_temporal_mismatch,structured,entity: 3만달러 1인당 늘어난 | intent: 숫자·시간 정보 | constraint: 1인당 3만달러
klue_mrc,klue_mrc_validation_q_003555,최근 1인당 소득이 3만달러 수준으로 늘어난 나라는?,numeric_temporal_mismatch,llm,3만달러 1인당 늘어난 최근 소득 수준 나라 숫자·시간 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003567,독일의 화력전에서 살아남은 건물은?,missing_key_term,original,독일의 화력전에서 살아남은 건물은?
klue_mrc,klue_mrc_validation_q_003567,독일의 화력전에서 살아남은 건물은?,missing_key_term,keyword,화력전 살아남 독일 건물
klue_mrc,klue_mrc_validation_q_003567,독일의 화력전에서 살아남은 건물은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 독일의 화력전에서 살아남은 건물은?
klue_mrc,klue_mrc_validation_q_003567,독일의 화력전에서 살아남은 건물은?,missing_key_term,structured,entity: 화력전 살아남 독일 | intent: 정답 정보 | constraint: 독일
klue_mrc,klue_mrc_validation_q_003567,독일의 화력전에서 살아남은 건물은?,missing_key_term,llm,화력전 살아남 독일 건물 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003626,금리인상을 주장하는 사람의 이전 직업은 무엇인가?,,original,금리인상을 주장하는 사람의 이전 직업은 무엇인가?
klue_mrc,klue_mrc_validation_q_003626,금리인상을 주장하는 사람의 이전 직업은 무엇인가?,,keyword,금리인상 무엇인 주장 사람 이전 직업
klue_mrc,klue_mrc_validation_q_003626,금리인상을 주장하는 사람의 이전 직업은 무엇인가?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 금리인상을 주장하는 사람의 이전 직업은 무엇인가?
klue_mrc,klue_mrc_validation_q_003626,금리인상을 주장하는 사람의 이전 직업은 무엇인가?,,structured,entity: 금리인상 무엇인 주장 | intent: 인물·주체 | constraint: high
klue_mrc,klue_mrc_validation_q_003626,금리인상을 주장하는 사람의 이전 직업은 무엇인가?,,llm,금리인상 무엇인 주장 사람 이전 직업 인물·주체 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003627,한국 가정이 돈을 가장 많이 쓰는 두 종류의 비용은?,lexical_mismatch,original,한국 가정이 돈을 가장 많이 쓰는 두 종류의 비용은?
klue_mrc,klue_mrc_validation_q_003627,한국 가정이 돈을 가장 많이 쓰는 두 종류의 비용은?,lexical_mismatch,keyword,한국 가정 돈을 가장 많이 쓰는 종류 비용
klue_mrc,klue_mrc_validation_q_003627,한국 가정이 돈을 가장 많이 쓰는 두 종류의 비용은?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 한국 가정이 돈을 가장 많이 쓰는 두 종류의 비용은?
klue_mrc,klue_mrc_validation_q_003627,한국 가정이 돈을 가장 많이 쓰는 두 종류의 비용은?,lexical_mismatch,structured,entity: 한국 가정 돈을 | intent: 목록 정보 | constraint: lexical_mismatch
klue_mrc,klue_mrc_validation_q_003627,한국 가정이 돈을 가장 많이 쓰는 두 종류의 비용은?,lexical_mismatch,llm,한국 가정 돈을 가장 많이 쓰는 종류 비용 목록 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003734,소비자의 오프라인 구매활동은 몇 % 증가하였는가?,,original,소비자의 오프라인 구매활동은 몇 % 증가하였는가?
klue_mrc,klue_mrc_validation_q_003734,소비자의 오프라인 구매활동은 몇 % 증가하였는가?,,keyword,증가하였는 오프라인 구매활동 소비자 몇
klue_mrc,klue_mrc_validation_q_003734,소비자의 오프라인 구매활동은 몇 % 증가하였는가?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 소비자의 오프라인 구매활동은 몇 % 증가하였는가?
klue_mrc,klue_mrc_validation_q_003734,소비자의 오프라인 구매활동은 몇 % 증가하였는가?,,structured,entity: 증가하였는 오프라인 구매활동 | intent: 숫자·시간 정보 | constraint: 몇
klue_mrc,klue_mrc_validation_q_003734,소비자의 오프라인 구매활동은 몇 % 증가하였는가?,,llm,증가하였는 오프라인 구매활동 소비자 몇 숫자·시간 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003750,국내에서 해외직구 금액이 가장 큰 나라는?,,original,국내에서 해외직구 금액이 가장 큰 나라는?
klue_mrc,klue_mrc_validation_q_003750,국내에서 해외직구 금액이 가장 큰 나라는?,,keyword,해외직구 국내 금액 가장 나라
klue_mrc,klue_mrc_validation_q_003750,국내에서 해외직구 금액이 가장 큰 나라는?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 국내에서 해외직구 금액이 가장 큰 나라는?
klue_mrc,klue_mrc_validation_q_003750,국내에서 해외직구 금액이 가장 큰 나라는?,,structured,entity: 해외직구 국내 금액 | intent: 정답 정보 | constraint: high
klue_mrc,klue_mrc_validation_q_003750,국내에서 해외직구 금액이 가장 큰 나라는?,,llm,해외직구 국내 금액 가장 나라 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003752,서울에서 집세가 제일 크게 하락한 곳은?,,original,서울에서 집세가 제일 크게 하락한 곳은?
klue_mrc,klue_mrc_validation_q_003752,서울에서 집세가 제일 크게 하락한 곳은?,,keyword,하락한 서울 집세 제일 크게 곳은
klue_mrc,klue_mrc_validation_q_003752,서울에서 집세가 제일 크게 하락한 곳은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 서울에서 집세가 제일 크게 하락한 곳은?
klue_mrc,klue_mrc_validation_q_003752,서울에서 집세가 제일 크게 하락한 곳은?,,structured,entity: 하락한 서울 집세 | intent: 정답 정보 | constraint: 제일
klue_mrc,klue_mrc_validation_q_003752,서울에서 집세가 제일 크게 하락한 곳은?,,llm,하락한 서울 집세 제일 크게 곳은 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003758,지니에 가입한 사람의 수는?,missing_key_term,original,지니에 가입한 사람의 수는?
klue_mrc,klue_mrc_validation_q_003758,지니에 가입한 사람의 수는?,missing_key_term,keyword,가입한 지니 사람 수는
klue_mrc,klue_mrc_validation_q_003758,지니에 가입한 사람의 수는?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 지니에 가입한 사람의 수는?
klue_mrc,klue_mrc_validation_q_003758,지니에 가입한 사람의 수는?,missing_key_term,structured,entity: 가입한 지니 사람 | intent: 숫자·시간 정보 | constraint: missing_key_term
klue_mrc,klue_mrc_validation_q_003758,지니에 가입한 사람의 수는?,missing_key_term,llm,가입한 지니 사람 수는 숫자·시간 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003775,올해 덴마크에 합작법인을 세울 계획을 가진 회사는?,,original,올해 덴마크에 합작법인을 세울 계획을 가진 회사는?
klue_mrc,klue_mrc_validation_q_003775,올해 덴마크에 합작법인을 세울 계획을 가진 회사는?,,keyword,합작법인 덴마크 올해 세울 계획 가진 회사
klue_mrc,klue_mrc_validation_q_003775,올해 덴마크에 합작법인을 세울 계획을 가진 회사는?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 올해 덴마크에 합작법인을 세울 계획을 가진 회사는?
klue_mrc,klue_mrc_validation_q_003775,올해 덴마크에 합작법인을 세울 계획을 가진 회사는?,,structured,entity: 합작법인 덴마크 올해 | intent: 정답 정보 | constraint: high
klue_mrc,klue_mrc_validation_q_003775,올해 덴마크에 합작법인을 세울 계획을 가진 회사는?,,llm,합작법인 덴마크 올해 세울 계획 가진 회사 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003803,인간이 불변성으로 부터 이득을 취한다고 말한 사람은?,,original,인간이 불변성으로 부터 이득을 취한다고 말한 사람은?
klue_mrc,klue_mrc_validation_q_003803,인간이 불변성으로 부터 이득을 취한다고 말한 사람은?,,keyword,취한다고 불변성 인간 부터 이득 말한 사람
klue_mrc,klue_mrc_validation_q_003803,인간이 불변성으로 부터 이득을 취한다고 말한 사람은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 인간이 불변성으로 부터 이득을 취한다고 말한 사람은?
klue_mrc,klue_mrc_validation_q_003803,인간이 불변성으로 부터 이득을 취한다고 말한 사람은?,,structured,entity: 취한다고 불변성 인간 | intent: 인물·주체 | constraint: high
klue_mrc,klue_mrc_validation_q_003803,인간이 불변성으로 부터 이득을 취한다고 말한 사람은?,,llm,취한다고 불변성 인간 부터 이득 말한 사람 인물·주체 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003816,창의 플러스 전형'이란 채용할 때 어떤 과정을 없앤 것인가?,lexical_mismatch,original,창의 플러스 전형'이란 채용할 때 어떤 과정을 없앤 것인가?
klue_mrc,klue_mrc_validation_q_003816,창의 플러스 전형'이란 채용할 때 어떤 과정을 없앤 것인가?,lexical_mismatch,keyword,플러스 채용할 창의 전형 이란 과정 없앤 것인
klue_mrc,klue_mrc_validation_q_003816,창의 플러스 전형'이란 채용할 때 어떤 과정을 없앤 것인가?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 창의 플러스 전형'이란 채용할 때 어떤 과정을 없앤 것인가?
klue_mrc,klue_mrc_validation_q_003816,창의 플러스 전형'이란 채용할 때 어떤 과정을 없앤 것인가?,lexical_mismatch,structured,entity: 플러스 채용할 창의 | intent: 방법·과정 | constraint: lexical_mismatch
klue_mrc,klue_mrc_validation_q_003816,창의 플러스 전형'이란 채용할 때 어떤 과정을 없앤 것인가?,lexical_mismatch,llm,플러스 채용할 창의 전형 이란 과정 없앤 것인 방법·과정 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003817,신사업을 빠른 속도로 성장시킨 사람은?,,original,신사업을 빠른 속도로 성장시킨 사람은?
klue_mrc,klue_mrc_validation_q_003817,신사업을 빠른 속도로 성장시킨 사람은?,,keyword,성장시킨 신사업 빠른 속도 사람
klue_mrc,klue_mrc_validation_q_003817,신사업을 빠른 속도로 성장시킨 사람은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 신사업을 빠른 속도로 성장시킨 사람은?
klue_mrc,klue_mrc_validation_q_003817,신사업을 빠른 속도로 성장시킨 사람은?,,structured,entity: 성장시킨 신사업 빠른 | intent: 인물·주체 | constraint: high
klue_mrc,klue_mrc_validation_q_003817,신사업을 빠른 속도로 성장시킨 사람은?,,llm,성장시킨 신사업 빠른 속도 사람 인물·주체 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003820,케임브리지대에서 박사학위를 받은 경영인이 한국에 세운 회사의 이름은?,lexical_mismatch,original,케임브리지대에서 박사학위를 받은 경영인이 한국에 세운 회사의 이름은?
klue_mrc,klue_mrc_validation_q_003820,케임브리지대에서 박사학위를 받은 경영인이 한국에 세운 회사의 이름은?,lexical_mismatch,keyword,케임브리지대 박사학위 경영인 받은 한국 세운 회사 이름
klue_mrc,klue_mrc_validation_q_003820,케임브리지대에서 박사학위를 받은 경영인이 한국에 세운 회사의 이름은?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 케임브리지대에서 박사학위를 받은 경영인이 한국에 세운 회사의 이름은?
klue_mrc,klue_mrc_validation_q_003820,케임브리지대에서 박사학위를 받은 경영인이 한국에 세운 회사의 이름은?,lexical_mismatch,structured,entity: 케임브리지대 박사학위 경영인 | intent: 인물·주체 | constraint: 박사학위
klue_mrc,klue_mrc_validation_q_003820,케임브리지대에서 박사학위를 받은 경영인이 한국에 세운 회사의 이름은?,lexical_mismatch,llm,케임브리지대 박사학위 경영인 받은 한국 세운 회사 이름 인물·주체 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003839,김정길이 행정 기관의 장을 역임했던 시기의 대통령 이름은?,lexical_mismatch,original,김정길이 행정 기관의 장을 역임했던 시기의 대통령 이름은?
klue_mrc,klue_mrc_validation_q_003839,김정길이 행정 기관의 장을 역임했던 시기의 대통령 이름은?,lexical_mismatch,keyword,역임했던 김정길 대통령 행정 기관 장을 시기 이름
klue_mrc,klue_mrc_validation_q_003839,김정길이 행정 기관의 장을 역임했던 시기의 대통령 이름은?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 김정길이 행정 기관의 장을 역임했던 시기의 대통령 이름은?
klue_mrc,klue_mrc_validation_q_003839,김정길이 행정 기관의 장을 역임했던 시기의 대통령 이름은?,lexical_mismatch,structured,entity: 역임했던 김정길 대통령 | intent: 숫자·시간 정보 | constraint: lexical_mismatch
klue_mrc,klue_mrc_validation_q_003839,김정길이 행정 기관의 장을 역임했던 시기의 대통령 이름은?,lexical_mismatch,llm,역임했던 김정길 대통령 행정 기관 장을 시기 이름 숫자·시간 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003852,한국 공장의 생산 라인의 유동적 관리에 동의하지 않는 단체는?,lexical_mismatch,original,한국 공장의 생산 라인의 유동적 관리에 동의하지 않는 단체는?
klue_mrc,klue_mrc_validation_q_003852,한국 공장의 생산 라인의 유동적 관리에 동의하지 않는 단체는?,lexical_mismatch,keyword,동의하지 유동적 한국 공장 생산 라인 관리 않는 단체
klue_mrc,klue_mrc_validation_q_003852,한국 공장의 생산 라인의 유동적 관리에 동의하지 않는 단체는?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 한국 공장의 생산 라인의 유동적 관리에 동의하지 않는 단체는?
klue_mrc,klue_mrc_validation_q_003852,한국 공장의 생산 라인의 유동적 관리에 동의하지 않는 단체는?,lexical_mismatch,structured,entity: 동의하지 유동적 한국 | intent: 정답 정보 | constraint: lexical_mismatch
klue_mrc,klue_mrc_validation_q_003852,한국 공장의 생산 라인의 유동적 관리에 동의하지 않는 단체는?,lexical_mismatch,llm,동의하지 유동적 한국 공장 생산 라인 관리 않는 단체 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003871,호수가 많기로 유명한 국내 도시는?,,original,호수가 많기로 유명한 국내 도시는?
klue_mrc,klue_mrc_validation_q_003871,호수가 많기로 유명한 국내 도시는?,,keyword,유명한 호수 많기 국내 도시
klue_mrc,klue_mrc_validation_q_003871,호수가 많기로 유명한 국내 도시는?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 호수가 많기로 유명한 국내 도시는?
klue_mrc,klue_mrc_validation_q_003871,호수가 많기로 유명한 국내 도시는?,,structured,entity: 유명한 호수 많기 | intent: 숫자·시간 정보 | constraint: 유명한
klue_mrc,klue_mrc_validation_q_003871,호수가 많기로 유명한 국내 도시는?,,llm,유명한 호수 많기 국내 도시 숫자·시간 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003884,매출을 비공개하는 회사의 명칭은?,missing_key_term,original,매출을 비공개하는 회사의 명칭은?
klue_mrc,klue_mrc_validation_q_003884,매출을 비공개하는 회사의 명칭은?,missing_key_term,keyword,비공개 매출 회사 명칭
klue_mrc,klue_mrc_validation_q_003884,매출을 비공개하는 회사의 명칭은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 매출을 비공개하는 회사의 명칭은?
klue_mrc,klue_mrc_validation_q_003884,매출을 비공개하는 회사의 명칭은?,missing_key_term,structured,entity: 비공개 매출 회사 | intent: 정답 정보 | constraint: 비공개 명칭
klue_mrc,klue_mrc_validation_q_003884,매출을 비공개하는 회사의 명칭은?,missing_key_term,llm,비공개 매출 회사 명칭 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003929,갈리폴리 전투를 승리로 이끈 인물은?,,original,갈리폴리 전투를 승리로 이끈 인물은?
klue_mrc,klue_mrc_validation_q_003929,갈리폴리 전투를 승리로 이끈 인물은?,,keyword,갈리폴리 전투 승리 이끈 인물
klue_mrc,klue_mrc_validation_q_003929,갈리폴리 전투를 승리로 이끈 인물은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 갈리폴리 전투를 승리로 이끈 인물은?
klue_mrc,klue_mrc_validation_q_003929,갈리폴리 전투를 승리로 이끈 인물은?,,structured,entity: 갈리폴리 전투 승리 | intent: 인물·주체 | constraint: high
klue_mrc,klue_mrc_validation_q_003929,갈리폴리 전투를 승리로 이끈 인물은?,,llm,갈리폴리 전투 승리 이끈 인물 인물·주체 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003959,부릉이 인수한 브랜드의 이름은?,missing_key_term,original,부릉이 인수한 브랜드의 이름은?
klue_mrc,klue_mrc_validation_q_003959,부릉이 인수한 브랜드의 이름은?,missing_key_term,keyword,인수한 브랜드 부릉 이름
klue_mrc,klue_mrc_validation_q_003959,부릉이 인수한 브랜드의 이름은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 부릉이 인수한 브랜드의 이름은?
klue_mrc,klue_mrc_validation_q_003959,부릉이 인수한 브랜드의 이름은?,missing_key_term,structured,entity: 인수한 브랜드 부릉 | intent: 숫자·시간 정보 | constraint: missing_key_term
klue_mrc,klue_mrc_validation_q_003959,부릉이 인수한 브랜드의 이름은?,missing_key_term,llm,인수한 브랜드 부릉 이름 숫자·시간 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003962,검찰의 수사를 칭찬한 사람은?,missing_key_term,original,검찰의 수사를 칭찬한 사람은?
klue_mrc,klue_mrc_validation_q_003962,검찰의 수사를 칭찬한 사람은?,missing_key_term,keyword,칭찬한 검찰 수사 사람
klue_mrc,klue_mrc_validation_q_003962,검찰의 수사를 칭찬한 사람은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 검찰의 수사를 칭찬한 사람은?
klue_mrc,klue_mrc_validation_q_003962,검찰의 수사를 칭찬한 사람은?,missing_key_term,structured,entity: 칭찬한 검찰 수사 | intent: 숫자·시간 정보 | constraint: missing_key_term
klue_mrc,klue_mrc_validation_q_003962,검찰의 수사를 칭찬한 사람은?,missing_key_term,llm,칭찬한 검찰 수사 사람 숫자·시간 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003970,캐릭터 전원이 원격폭탄을 소지하지 않는 게임 모드는?,,original,캐릭터 전원이 원격폭탄을 소지하지 않는 게임 모드는?
klue_mrc,klue_mrc_validation_q_003970,캐릭터 전원이 원격폭탄을 소지하지 않는 게임 모드는?,,keyword,원격폭탄 소지하지 캐릭터 전원 않는 게임 모드
klue_mrc,klue_mrc_validation_q_003970,캐릭터 전원이 원격폭탄을 소지하지 않는 게임 모드는?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 캐릭터 전원이 원격폭탄을 소지하지 않는 게임 모드는?
klue_mrc,klue_mrc_validation_q_003970,캐릭터 전원이 원격폭탄을 소지하지 않는 게임 모드는?,,structured,entity: 원격폭탄 소지하지 캐릭터 | intent: 정답 정보 | constraint: high
klue_mrc,klue_mrc_validation_q_003970,캐릭터 전원이 원격폭탄을 소지하지 않는 게임 모드는?,,llm,원격폭탄 소지하지 캐릭터 전원 않는 게임 모드 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_003987,산업경쟁력포럼'이 열린 날은?,missing_key_term,original,산업경쟁력포럼'이 열린 날은?
klue_mrc,klue_mrc_validation_q_003987,산업경쟁력포럼'이 열린 날은?,missing_key_term,keyword,산업경쟁력포럼 열린 날은
klue_mrc,klue_mrc_validation_q_003987,산업경쟁력포럼'이 열린 날은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 산업경쟁력포럼'이 열린 날은?
klue_mrc,klue_mrc_validation_q_003987,산업경쟁력포럼'이 열린 날은?,missing_key_term,structured,entity: 산업경쟁력포럼 열린 날은 | intent: 정답 정보 | constraint: missing_key_term
klue_mrc,klue_mrc_validation_q_003987,산업경쟁력포럼'이 열린 날은?,missing_key_term,llm,산업경쟁력포럼 열린 날은 정답 정보 근거 문서 검색
klue_mrc,klue_mrc_validation_q_004043,한국경제신문에 일부분이 실렸던 책은?,missing_key_term,original,한국경제신문에 일부분이 실렸던 책은?
klue_mrc,klue_mrc_validation_q_004043,한국경제신문에 일부분이 실렸던 책은?,missing_key_term,keyword,한국경제신문 일부분 실렸던 책은
klue_mrc,klue_mrc_validation_q_004043,한국경제신문에 일부분이 실렸던 책은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 한국경제신문에 일부분이 실렸던 책은?
klue_mrc,klue_mrc_validation_q_004043,한국경제신문에 일부분이 실렸던 책은?,missing_key_term,structured,entity: 한국경제신문 일부분 실렸던 | intent: 정답 정보 | constraint: 일부분
klue_mrc,klue_mrc_validation_q_004043,한국경제신문에 일부분이 실렸던 책은?,missing_key_term,llm,한국경제신문 일부분 실렸던 책은 정답 정보 근거 문서 검색
