dataset,qid,question_type,question,answer,gold_doc_id,gold_rank,top10_doc_ids,failed_retrievers,failure_type,failure_label,secondary_failure_label,needs_gold_check,annotation_note,annotator,annotated
klue_mrc,klue_mrc_validation_q_000604,who,탈퇴자는 신고가 불가능하다고 주장한 사람은?,당근마켓 관계자,klue_mrc_validation_000517,,"[""klue_mrc_validation_004901"", ""klue_mrc_validation_004070"", ""klue_mrc_validation_004620"", ""klue_mrc_validation_001551"", ""klue_mrc_validation_004491"", ""klue_mrc_validation_004931"", ""klue_mrc_validation_002415"", ""klue_mrc_validation_001162"", ""klue_mrc_validation_002728"", ""klue_mrc_validation_000615""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_000644,who,고용창출 효과가 미비할 것이라고 전망한 사람은?,강경완 대한건설협회 시장개척실장,klue_mrc_validation_000553,,"[""klue_mrc_validation_004544"", ""klue_mrc_validation_002444"", ""klue_mrc_validation_004234"", ""klue_mrc_validation_001895"", ""klue_mrc_validation_002204"", ""klue_mrc_validation_004065"", ""klue_mrc_validation_004454"", ""klue_mrc_validation_003417"", ""klue_mrc_validation_004552"", ""klue_mrc_validation_003868""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_000663,other,유지상이 다녔던 회사의 이름은?,현대전자,klue_mrc_validation_000569,,"[""klue_mrc_validation_000398"", ""klue_mrc_validation_001089"", ""klue_mrc_validation_001600"", ""klue_mrc_validation_002209"", ""klue_mrc_validation_005131"", ""klue_mrc_validation_003787"", ""klue_mrc_validation_002195"", ""klue_mrc_validation_000278"", ""klue_mrc_validation_001965"", ""klue_mrc_validation_004257""]","[""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_000736,yes_no,최근 세제 개편에 대한 사항이 공표된 것은 며칠인가?,8일,klue_mrc_validation_000626,,"[""klue_mrc_validation_004725"", ""klue_mrc_validation_002175"", ""klue_mrc_validation_000330"", ""klue_mrc_validation_004234"", ""klue_mrc_validation_001863"", ""klue_mrc_validation_003411"", ""klue_mrc_validation_004048"", ""klue_mrc_validation_004721"", ""klue_mrc_validation_005235"", ""klue_mrc_validation_001603""]","[""bm25"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_000762,other,산업혁명이 처음 시작된 나라는?,영국,klue_mrc_validation_000646,,"[""klue_mrc_validation_000936"", ""klue_mrc_validation_002334"", ""klue_mrc_validation_000985"", ""klue_mrc_validation_004683"", ""klue_mrc_validation_004736"", ""klue_mrc_validation_000265"", ""klue_mrc_validation_004347"", ""klue_mrc_validation_003274"", ""klue_mrc_validation_001151"", ""klue_mrc_validation_004051""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_000797,who,이형준과 연장승부를 한 인물이 속한 기업은?,비전오토모빌,klue_mrc_validation_000674,,"[""klue_mrc_validation_001160"", ""klue_mrc_validation_003816"", ""klue_mrc_validation_002195"", ""klue_mrc_validation_003931"", ""klue_mrc_validation_002489"", ""klue_mrc_validation_002841"", ""klue_mrc_validation_004661"", ""klue_mrc_validation_003787"", ""klue_mrc_validation_003276"", ""klue_mrc_validation_004615""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_000902,numeric,올해 정부 예산안에서 내용이 비슷하거나 겹치는 사업 수는?,18건,klue_mrc_validation_000765,,"[""klue_mrc_validation_002767"", ""klue_mrc_validation_003737"", ""klue_mrc_validation_001010"", ""klue_mrc_validation_004136"", ""klue_mrc_validation_001791"", ""klue_mrc_validation_002762"", ""klue_mrc_validation_003582"", ""klue_mrc_validation_002387"", ""klue_mrc_validation_004718"", ""klue_mrc_validation_004451""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_001152,numeric,지난달과 이번달 동안 닛케이255지수의 최저값은?,"13,258.65",klue_mrc_validation_000982,,"[""klue_mrc_validation_000338"", ""klue_mrc_validation_000317"", ""klue_mrc_validation_001994"", ""klue_mrc_validation_004868"", ""klue_mrc_validation_003033"", ""klue_mrc_validation_003430"", ""klue_mrc_validation_004069"", ""klue_mrc_validation_001812"", ""klue_mrc_validation_001585"", ""klue_mrc_validation_003670""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_001166,numeric,기준금리 상승에 힘입어 동반 상승한 수치는?,순이자마진(NIM),klue_mrc_validation_000995,,"[""klue_mrc_validation_002894"", ""klue_mrc_validation_004069"", ""klue_mrc_validation_004614"", ""klue_mrc_validation_001347"", ""klue_mrc_validation_003303"", ""klue_mrc_validation_002432"", ""klue_mrc_validation_003440"", ""klue_mrc_validation_004439"", ""klue_mrc_validation_000253"", ""klue_mrc_validation_003352""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_001232,what,데이터를 0.1m 안 거리에서 무선으로 전달하는 것을 뭐라고 부르는가?,NFC,klue_mrc_validation_001051,,"[""klue_mrc_validation_001698"", ""klue_mrc_validation_002636"", ""klue_mrc_validation_002069"", ""klue_mrc_validation_002961"", ""klue_mrc_validation_004023"", ""klue_mrc_validation_002915"", ""klue_mrc_validation_000233"", ""klue_mrc_validation_003466"", ""klue_mrc_validation_000746"", ""klue_mrc_validation_003732""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_001320,who,무인결제를 실행할 것이라고 말한 인물의 이름은?,최정빈,klue_mrc_validation_001123,,"[""klue_mrc_validation_005101"", ""klue_mrc_validation_004445"", ""klue_mrc_validation_003931"", ""klue_mrc_validation_000937"", ""klue_mrc_validation_002903"", ""klue_mrc_validation_001051"", ""klue_mrc_validation_004603"", ""klue_mrc_validation_001025"", ""klue_mrc_validation_005030"", ""klue_mrc_validation_003375""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_001502,numeric,할인된 값의 겨울용 타이어를 살 수 있는 마지막 날은?,29일,klue_mrc_validation_001282,,"[""klue_mrc_validation_004045"", ""klue_mrc_validation_002925"", ""klue_mrc_validation_000652"", ""klue_mrc_validation_003036"", ""klue_mrc_validation_000471"", ""klue_mrc_validation_004571"", ""klue_mrc_validation_003114"", ""klue_mrc_validation_004536"", ""klue_mrc_validation_002443"", ""klue_mrc_validation_004892""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_001578,other,작년보다 실적이 상승한 회사는?,LG유플러스,klue_mrc_validation_001344,,"[""klue_mrc_validation_001833"", ""klue_mrc_validation_002490"", ""klue_mrc_validation_002606"", ""klue_mrc_validation_003866"", ""klue_mrc_validation_000699"", ""klue_mrc_validation_001914"", ""klue_mrc_validation_002023"", ""klue_mrc_validation_005027"", ""klue_mrc_validation_000707"", ""klue_mrc_validation_002283""]","[""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_001736,numeric,주인공이 복수를 위해 문신을 이용하는 내용의 작품은?,‘메멘토’,klue_mrc_validation_001483,,"[""klue_mrc_validation_002582"", ""klue_mrc_validation_001156"", ""klue_mrc_validation_000572"", ""klue_mrc_validation_002424"", ""klue_mrc_validation_000914"", ""klue_mrc_validation_001810"", ""klue_mrc_validation_002784"", ""klue_mrc_validation_004042"", ""klue_mrc_validation_002783"", ""klue_mrc_validation_004707""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_001749,how,제품군을 늘리기 위해 국내 기업들이 택한 방법은?,인수합병,klue_mrc_validation_001496,,"[""klue_mrc_validation_004815"", ""klue_mrc_validation_004061"", ""klue_mrc_validation_005065"", ""klue_mrc_validation_004785"", ""klue_mrc_validation_003216"", ""klue_mrc_validation_003760"", ""klue_mrc_validation_001168"", ""klue_mrc_validation_003299"", ""klue_mrc_validation_001332"", ""klue_mrc_validation_000943""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_001763,numeric,"금년 1월, 2월의 소매판매는 작년 같은 달에 비해 몇 % 올랐나?",올해,klue_mrc_validation_001509,,"[""klue_mrc_validation_005074"", ""klue_mrc_validation_001656"", ""klue_mrc_validation_004614"", ""klue_mrc_validation_001866"", ""klue_mrc_validation_001582"", ""klue_mrc_validation_002834"", ""klue_mrc_validation_002236"", ""klue_mrc_validation_001691"", ""klue_mrc_validation_000079"", ""klue_mrc_validation_002668""]","[""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_001811,numeric,민관합동공동위원장을 했던 인물이 교수인 곳은?,고려대학교 의과대학,klue_mrc_validation_001554,,"[""klue_mrc_validation_000914"", ""klue_mrc_validation_001310"", ""klue_mrc_validation_002898"", ""klue_mrc_validation_003838"", ""klue_mrc_validation_000694"", ""klue_mrc_validation_003138"", ""klue_mrc_validation_000406"", ""klue_mrc_validation_003507"", ""klue_mrc_validation_005267"", ""klue_mrc_validation_004015""]","[""bm25"", ""dense"", ""hybrid""]",compound_noun,,,False,,,False
klue_mrc,klue_mrc_validation_q_001836,who,탈 것에 대한 조세율을 기존으로 되돌리자고 주장한 사람은?,경북도 도의회 이우진(선산) 의원,klue_mrc_validation_001577,,"[""klue_mrc_validation_002554"", ""klue_mrc_validation_000643"", ""klue_mrc_validation_004210"", ""klue_mrc_validation_003536"", ""klue_mrc_validation_002038"", ""klue_mrc_validation_004519"", ""klue_mrc_validation_004199"", ""klue_mrc_validation_002377"", ""klue_mrc_validation_000159"", ""klue_mrc_validation_005292""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_001850,who,감정노동자들의 어려움을 학문적으로 분석한 사람은?,조경희,klue_mrc_validation_001590,,"[""klue_mrc_validation_000145"", ""klue_mrc_validation_003202"", ""klue_mrc_validation_004546"", ""klue_mrc_validation_003930"", ""klue_mrc_validation_003177"", ""klue_mrc_validation_003705"", ""klue_mrc_validation_001151"", ""klue_mrc_validation_000383"", ""klue_mrc_validation_004577"", ""klue_mrc_validation_000888""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_002051,other,금리 인상을 요구한 곳은?,청와대,klue_mrc_validation_001764,,"[""klue_mrc_validation_000151"", ""klue_mrc_validation_003339"", ""klue_mrc_validation_001100"", ""klue_mrc_validation_003570"", ""klue_mrc_validation_005062"", ""klue_mrc_validation_004058"", ""klue_mrc_validation_000868"", ""klue_mrc_validation_002959"", ""klue_mrc_validation_002894"", ""klue_mrc_validation_000174""]","[""bm25"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_002142,numeric,내년 취업을 준비하는 사람은 몇 명인가?,45만명,klue_mrc_validation_001847,,"[""klue_mrc_validation_004380"", ""klue_mrc_validation_004863"", ""klue_mrc_validation_003761"", ""klue_mrc_validation_002387"", ""klue_mrc_validation_004958"", ""klue_mrc_validation_003547"", ""klue_mrc_validation_001889"", ""klue_mrc_validation_003564"", ""klue_mrc_validation_000274"", ""klue_mrc_validation_004100""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_002241,other,비욘 굴든이 올림픽 금메달을 가져간 해는?,2016년,klue_mrc_validation_001932,,"[""klue_mrc_validation_000762"", ""klue_mrc_validation_004477"", ""klue_mrc_validation_004009"", ""klue_mrc_validation_003674"", ""klue_mrc_validation_005036"", ""klue_mrc_validation_001953"", ""klue_mrc_validation_001253"", ""klue_mrc_validation_001096"", ""klue_mrc_validation_002433"", ""klue_mrc_validation_004596""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_002248,numeric,재해로 인해 특정 제품을 우리나라에 팔 수 없게 된 국가는?,일본,klue_mrc_validation_001937,,"[""klue_mrc_validation_001483"", ""klue_mrc_validation_000345"", ""klue_mrc_validation_002704"", ""klue_mrc_validation_004414"", ""klue_mrc_validation_001890"", ""klue_mrc_validation_004314"", ""klue_mrc_validation_001941"", ""klue_mrc_validation_004731"", ""klue_mrc_validation_004763"", ""klue_mrc_validation_001340""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_002328,when,객실 리모델링 이전에 진행된 리모델링은 언제인가?,2014년,klue_mrc_validation_002013,,"[""klue_mrc_validation_001995"", ""klue_mrc_validation_005124"", ""klue_mrc_validation_002938"", ""klue_mrc_validation_002537"", ""klue_mrc_validation_000629"", ""klue_mrc_validation_004846"", ""klue_mrc_validation_003984"", ""klue_mrc_validation_002860"", ""klue_mrc_validation_002864"", ""klue_mrc_validation_001926""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_002356,other,장제스의 아들이 사망한 해는?,1988,klue_mrc_validation_002037,,"[""klue_mrc_validation_000403"", ""klue_mrc_validation_001927"", ""klue_mrc_validation_000977"", ""klue_mrc_validation_000865"", ""klue_mrc_validation_000081"", ""klue_mrc_validation_005007"", ""klue_mrc_validation_001609"", ""klue_mrc_validation_001566"", ""klue_mrc_validation_001007"", ""klue_mrc_validation_002451""]","[""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_002367,numeric,2011년 명예퇴직을 한 사람은 몇 명인가?,800명,klue_mrc_validation_002048,,"[""klue_mrc_validation_004349"", ""klue_mrc_validation_001419"", ""klue_mrc_validation_000955"", ""klue_mrc_validation_000462"", ""klue_mrc_validation_000708"", ""klue_mrc_validation_003390"", ""klue_mrc_validation_001914"", ""klue_mrc_validation_003491"", ""klue_mrc_validation_004744"", ""klue_mrc_validation_004978""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_002458,who,회사의 합병을 주장한 사람은?,존 도나호 최고경영자(CEO),klue_mrc_validation_002129,,"[""klue_mrc_validation_002586"", ""klue_mrc_validation_004848"", ""klue_mrc_validation_001897"", ""klue_mrc_validation_003449"", ""klue_mrc_validation_003046"", ""klue_mrc_validation_004950"", ""klue_mrc_validation_001848"", ""klue_mrc_validation_000223"", ""klue_mrc_validation_002902"", ""klue_mrc_validation_001271""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_002530,numeric,대형 연료전지 수입에 어려움을 겪는 사람은?,현대차 관계자,klue_mrc_validation_002192,,"[""klue_mrc_validation_004763"", ""klue_mrc_validation_003912"", ""klue_mrc_validation_000067"", ""klue_mrc_validation_000553"", ""klue_mrc_validation_000943"", ""klue_mrc_validation_002822"", ""klue_mrc_validation_004605"", ""klue_mrc_validation_003198"", ""klue_mrc_validation_004071"", ""klue_mrc_validation_005088""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_002593,other,집권 여당의 이름은?,새누리당,klue_mrc_validation_002250,,"[""klue_mrc_validation_003651"", ""klue_mrc_validation_005240"", ""klue_mrc_validation_001786"", ""klue_mrc_validation_004037"", ""klue_mrc_validation_000256"", ""klue_mrc_validation_000543"", ""klue_mrc_validation_004611"", ""klue_mrc_validation_002099"", ""klue_mrc_validation_005029"", ""klue_mrc_validation_003000""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_002619,other,세미나 온라인 중계권을 독점한 기업은?,유튜브,klue_mrc_validation_002273,,"[""klue_mrc_validation_002477"", ""klue_mrc_validation_000680"", ""klue_mrc_validation_004970"", ""klue_mrc_validation_002800"", ""klue_mrc_validation_001886"", ""klue_mrc_validation_004956"", ""klue_mrc_validation_004329"", ""klue_mrc_validation_000432"", ""klue_mrc_validation_003302"", ""klue_mrc_validation_001503""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_002641,other,티치아노가 만든 작품의 이름은?,‘리비아 예언자’,klue_mrc_validation_002294,,"[""klue_mrc_validation_001412"", ""klue_mrc_validation_002783"", ""klue_mrc_validation_002255"", ""klue_mrc_validation_000045"", ""klue_mrc_validation_000049"", ""klue_mrc_validation_002478"", ""klue_mrc_validation_001326"", ""klue_mrc_validation_002782"", ""klue_mrc_validation_005160"", ""klue_mrc_validation_000244""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_002682,who,의원 질의에 답변한 인물의 이름은?,신제윤,klue_mrc_validation_002329,,"[""klue_mrc_validation_001674"", ""klue_mrc_validation_001641"", ""klue_mrc_validation_004503"", ""klue_mrc_validation_005037"", ""klue_mrc_validation_003043"", ""klue_mrc_validation_001538"", ""klue_mrc_validation_002826"", ""klue_mrc_validation_003273"", ""klue_mrc_validation_004248"", ""klue_mrc_validation_005180""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_002726,numeric,개신교와 가톨릭 신자들이 수감되었던 시위는 어디에서 행해졌는가?,워싱턴 DC,klue_mrc_validation_002368,,"[""klue_mrc_validation_003366"", ""klue_mrc_validation_000958"", ""klue_mrc_validation_000755"", ""klue_mrc_validation_004606"", ""klue_mrc_validation_003438"", ""klue_mrc_validation_000114"", ""klue_mrc_validation_001701"", ""klue_mrc_validation_003247"", ""klue_mrc_validation_003363"", ""klue_mrc_validation_001074""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_002765,numeric,"이벤트 보상 중, 가장 소수의 인원만이 받을 수 있는 보상은 무엇인가?",500루비,klue_mrc_validation_002403,,"[""klue_mrc_validation_003778"", ""klue_mrc_validation_005008"", ""klue_mrc_validation_003151"", ""klue_mrc_validation_003164"", ""klue_mrc_validation_004947"", ""klue_mrc_validation_004038"", ""klue_mrc_validation_003480"", ""klue_mrc_validation_005033"", ""klue_mrc_validation_003222"", ""klue_mrc_validation_002897""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_002792,other,이벤트에서 제외된 제품은?,VIVE Pro Eye,klue_mrc_validation_002428,,"[""klue_mrc_validation_004670"", ""klue_mrc_validation_001420"", ""klue_mrc_validation_000304"", ""klue_mrc_validation_001560"", ""klue_mrc_validation_000537"", ""klue_mrc_validation_004110"", ""klue_mrc_validation_004947"", ""klue_mrc_validation_002740"", ""klue_mrc_validation_002623"", ""klue_mrc_validation_005021""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_003059,numeric,차종 분류가 바뀌면서 판매 대수가 급격히 증가한 것은?,모닝,klue_mrc_validation_002680,,"[""klue_mrc_validation_003436"", ""klue_mrc_validation_004727"", ""klue_mrc_validation_005280"", ""klue_mrc_validation_004823"", ""klue_mrc_validation_002094"", ""klue_mrc_validation_005006"", ""klue_mrc_validation_002790"", ""klue_mrc_validation_000766"", ""klue_mrc_validation_002115"", ""klue_mrc_validation_004292""]","[""bm25"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_003071,who,명예의장의 역할을 했던 인물의 이름은?,박근혜,klue_mrc_validation_002692,,"[""klue_mrc_validation_001663"", ""klue_mrc_validation_004163"", ""klue_mrc_validation_000914"", ""klue_mrc_validation_001662"", ""klue_mrc_validation_004895"", ""klue_mrc_validation_000296"", ""klue_mrc_validation_004290"", ""klue_mrc_validation_001609"", ""klue_mrc_validation_003758"", ""klue_mrc_validation_002929""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_003163,other,금융위원회 예비인가 신청까지 소요되는 기간은?,통상 2~3개월,klue_mrc_validation_002774,,"[""klue_mrc_validation_002329"", ""klue_mrc_validation_004980"", ""klue_mrc_validation_000673"", ""klue_mrc_validation_000848"", ""klue_mrc_validation_004950"", ""klue_mrc_validation_001296"", ""klue_mrc_validation_004107"", ""klue_mrc_validation_002084"", ""klue_mrc_validation_000351"", ""klue_mrc_validation_000612""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_003191,who,세계에서 가장 오랫동안 감옥에 있었던 인물은?,김선명,klue_mrc_validation_002798,,"[""klue_mrc_validation_002526"", ""klue_mrc_validation_003742"", ""klue_mrc_validation_002218"", ""klue_mrc_validation_000712"", ""klue_mrc_validation_003544"", ""klue_mrc_validation_001736"", ""klue_mrc_validation_004606"", ""klue_mrc_validation_004722"", ""klue_mrc_validation_005293"", ""klue_mrc_validation_001881""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_003221,other,미국에서 고난도 검증을 완료한 제품명은?,MX7,klue_mrc_validation_002823,,"[""klue_mrc_validation_005297"", ""klue_mrc_validation_003526"", ""klue_mrc_validation_002777"", ""klue_mrc_validation_001618"", ""klue_mrc_validation_001827"", ""klue_mrc_validation_005044"", ""klue_mrc_validation_002643"", ""klue_mrc_validation_003320"", ""klue_mrc_validation_001715"", ""klue_mrc_validation_001731""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_003236,numeric,삭제된 튜토리얼 퀘스트의 수는?,4개,klue_mrc_validation_002836,,"[""klue_mrc_validation_004712"", ""klue_mrc_validation_001857"", ""klue_mrc_validation_001155"", ""klue_mrc_validation_001885"", ""klue_mrc_validation_002140"", ""klue_mrc_validation_004838"", ""klue_mrc_validation_002196"", ""klue_mrc_validation_000772"", ""klue_mrc_validation_000621"", ""klue_mrc_validation_004258""]","[""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_003354,where,뮤지컬 킹카부츠가 상연된 장소는?,앨허슈펠드극장,klue_mrc_validation_002941,,"[""klue_mrc_validation_002685"", ""klue_mrc_validation_004881"", ""klue_mrc_validation_004198"", ""klue_mrc_validation_000996"", ""klue_mrc_validation_001634"", ""klue_mrc_validation_003622"", ""klue_mrc_validation_000468"", ""klue_mrc_validation_000617"", ""klue_mrc_validation_000476"", ""klue_mrc_validation_003166""]","[""bm25"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_003387,other,자동차 디자인에 영감을 준 작품 이름은?,<킹스맨>,klue_mrc_validation_002971,,"[""klue_mrc_validation_003877"", ""klue_mrc_validation_001820"", ""klue_mrc_validation_000399"", ""klue_mrc_validation_002502"", ""klue_mrc_validation_004358"", ""klue_mrc_validation_004010"", ""klue_mrc_validation_004228"", ""klue_mrc_validation_002388"", ""klue_mrc_validation_001214"", ""klue_mrc_validation_000614""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_003440,who,집주인과 세입자 간의 연결성을 강조한 사람들은?,부동산 전문가,klue_mrc_validation_003017,,"[""klue_mrc_validation_004590"", ""klue_mrc_validation_002122"", ""klue_mrc_validation_000514"", ""klue_mrc_validation_004681"", ""klue_mrc_validation_002012"", ""klue_mrc_validation_000232"", ""klue_mrc_validation_001270"", ""klue_mrc_validation_002401"", ""klue_mrc_validation_001586"", ""klue_mrc_validation_001632""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_003475,other,중국의 경제성장률이 최고치를 기록한 해는?,2009년,klue_mrc_validation_003049,,"[""klue_mrc_validation_000422"", ""klue_mrc_validation_003518"", ""klue_mrc_validation_005217"", ""klue_mrc_validation_001189"", ""klue_mrc_validation_001866"", ""klue_mrc_validation_005010"", ""klue_mrc_validation_003958"", ""klue_mrc_validation_003404"", ""klue_mrc_validation_002865"", ""klue_mrc_validation_000639""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_003520,other,온라인 음악회 개최 비용은?,"1억 6,000만원",klue_mrc_validation_003091,,"[""klue_mrc_validation_002206"", ""klue_mrc_validation_003579"", ""klue_mrc_validation_001158"", ""klue_mrc_validation_004779"", ""klue_mrc_validation_004369"", ""klue_mrc_validation_003239"", ""klue_mrc_validation_003166"", ""klue_mrc_validation_003031"", ""klue_mrc_validation_003809"", ""klue_mrc_validation_004102""]","[""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_003542,other,주역 이름이 명훈인 영화는?,‘동창생’,klue_mrc_validation_003113,,"[""klue_mrc_validation_001964"", ""klue_mrc_validation_004617"", ""klue_mrc_validation_005221"", ""klue_mrc_validation_003540"", ""klue_mrc_validation_003361"", ""klue_mrc_validation_005255"", ""klue_mrc_validation_000484"", ""klue_mrc_validation_005113"", ""klue_mrc_validation_004842"", ""klue_mrc_validation_004627""]","[""bm25"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_003555,numeric,최근 1인당 소득이 3만달러 수준으로 늘어난 나라는?,한국,klue_mrc_validation_003125,,"[""klue_mrc_validation_003143"", ""klue_mrc_validation_003371"", ""klue_mrc_validation_001733"", ""klue_mrc_validation_004683"", ""klue_mrc_validation_001222"", ""klue_mrc_validation_004230"", ""klue_mrc_validation_005153"", ""klue_mrc_validation_003737"", ""klue_mrc_validation_004147"", ""klue_mrc_validation_003301""]","[""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_003758,numeric,지니에 가입한 사람의 수는?,2400만명,klue_mrc_validation_003308,,"[""klue_mrc_validation_002016"", ""klue_mrc_validation_003717"", ""klue_mrc_validation_003288"", ""klue_mrc_validation_001719"", ""klue_mrc_validation_002497"", ""klue_mrc_validation_002231"", ""klue_mrc_validation_003716"", ""klue_mrc_validation_003648"", ""klue_mrc_validation_001786"", ""klue_mrc_validation_001255""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_003803,who,인간이 불변성으로 부터 이득을 취한다고 말한 사람은?,나심 니콜라스 탈레브,klue_mrc_validation_003348,,"[""klue_mrc_validation_002663"", ""klue_mrc_validation_001362"", ""klue_mrc_validation_002786"", ""klue_mrc_validation_001151"", ""klue_mrc_validation_005248"", ""klue_mrc_validation_002773"", ""klue_mrc_validation_000704"", ""klue_mrc_validation_000646"", ""klue_mrc_validation_004851"", ""klue_mrc_validation_004844""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_003816,how,창의 플러스 전형'이란 채용할 때 어떤 과정을 없앤 것인가?,필기시험,klue_mrc_validation_003358,,"[""klue_mrc_validation_003781"", ""klue_mrc_validation_001744"", ""klue_mrc_validation_000968"", ""klue_mrc_validation_002194"", ""klue_mrc_validation_002483"", ""klue_mrc_validation_000433"", ""klue_mrc_validation_002162"", ""klue_mrc_validation_001165"", ""klue_mrc_validation_002754"", ""klue_mrc_validation_000153""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_003839,when,김정길이 행정 기관의 장을 역임했던 시기의 대통령 이름은?,김대중,klue_mrc_validation_003378,,"[""klue_mrc_validation_003001"", ""klue_mrc_validation_003677"", ""klue_mrc_validation_002415"", ""klue_mrc_validation_002898"", ""klue_mrc_validation_000694"", ""klue_mrc_validation_001642"", ""klue_mrc_validation_001988"", ""klue_mrc_validation_000295"", ""klue_mrc_validation_000421"", ""klue_mrc_validation_003507""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
