qid,dataset,question,failure_label,secondary_failure_label,rewrite_type,query
klue_mrc_validation_q_005221,klue_mrc,정부의 규제는 도가 지나치다고 말한 인물은?,entity_mismatch,,llm_rewrite,정부 규제가 도가 지나치다고 비판한 인물 이름
klue_mrc_validation_q_005250,klue_mrc,기독교 성화의 미국 버전인 작품의 이름은?,entity_mismatch,,original,기독교 성화의 미국 버전인 작품의 이름은?
klue_mrc_validation_q_005250,klue_mrc,기독교 성화의 미국 버전인 작품의 이름은?,entity_mismatch,,keyword_rewrite,기독교 버전인 성화 미국 작품 이름 인물 주체
klue_mrc_validation_q_005250,klue_mrc,기독교 성화의 미국 버전인 작품의 이름은?,entity_mismatch,,semantic_rewrite,인물·기관·작품 혼동을 줄이도록 대상과 관계를 분명히 한 질문: 기독교 성화의 미국 버전인 작품의 이름은?
klue_mrc_validation_q_005250,klue_mrc,기독교 성화의 미국 버전인 작품의 이름은?,entity_mismatch,,structured_rewrite,대상: 기독교 버전인 성화 미국 / 조건: 관계 / entity 혼동 방지 / 질문유형: 인물·주체
klue_mrc_validation_q_005250,klue_mrc,기독교 성화의 미국 버전인 작품의 이름은?,entity_mismatch,,llm_rewrite,미국 기독교 성화 작품 이름
klue_mrc_validation_q_005263,klue_mrc,루이지애나를 미국에 넘긴 나라는?,missing_key_term,,original,루이지애나를 미국에 넘긴 나라는?
klue_mrc_validation_q_005263,klue_mrc,루이지애나를 미국에 넘긴 나라는?,missing_key_term,,keyword_rewrite,루이지애나 미국 넘긴 나라 정답 정보
klue_mrc_validation_q_005263,klue_mrc,루이지애나를 미국에 넘긴 나라는?,missing_key_term,,semantic_rewrite,생략된 대상과 의도를 명확히 하여 정답 정보를 찾는 질문: 루이지애나를 미국에 넘긴 나라는?
klue_mrc_validation_q_005263,klue_mrc,루이지애나를 미국에 넘긴 나라는?,missing_key_term,,structured_rewrite,대상: 루이지애나 미국 넘긴 나라 / 조건: 요구정보 / 대상 명확화 / 질문유형: 정답 정보
klue_mrc_validation_q_005263,klue_mrc,루이지애나를 미국에 넘긴 나라는?,missing_key_term,,llm_rewrite,루이지애나를 미국에 넘긴 나라는 어디인가
klue_mrc_validation_q_005267,klue_mrc,사회주의 운동을 지지하며 전개해나간 계층은 누구인가?,entity_mismatch,,original,사회주의 운동을 지지하며 전개해나간 계층은 누구인가?
klue_mrc_validation_q_005267,klue_mrc,사회주의 운동을 지지하며 전개해나간 계층은 누구인가?,entity_mismatch,,keyword_rewrite,전개해나간 지지하며 사회주 누구인 운동 계층 인물 주체
klue_mrc_validation_q_005267,klue_mrc,사회주의 운동을 지지하며 전개해나간 계층은 누구인가?,entity_mismatch,,semantic_rewrite,인물·기관·작품 혼동을 줄이도록 대상과 관계를 분명히 한 질문: 사회주의 운동을 지지하며 전개해나간 계층은 누구인가?
klue_mrc_validation_q_005267,klue_mrc,사회주의 운동을 지지하며 전개해나간 계층은 누구인가?,entity_mismatch,,structured_rewrite,대상: 전개해나간 지지하며 사회주 누구인 / 조건: 전개해나간 / entity 혼동 방지 / 질문유형: 인물·주체
klue_mrc_validation_q_005267,klue_mrc,사회주의 운동을 지지하며 전개해나간 계층은 누구인가?,entity_mismatch,,llm_rewrite,사회주의 운동을 지지하고 전개한 계층은 누구인가
klue_mrc_validation_q_005274,klue_mrc,두 사내 조직이 본질적으로 서로 다른 방향성을 가지고 있음을 지적한 사람은?,lexical_mismatch,,original,두 사내 조직이 본질적으로 서로 다른 방향성을 가지고 있음을 지적한 사람은?
klue_mrc_validation_q_005274,klue_mrc,두 사내 조직이 본질적으로 서로 다른 방향성을 가지고 있음을 지적한 사람은?,lexical_mismatch,,keyword_rewrite,본질적 방향성 가지고 지적한 사내 조직 서로 다른 인물 주체
klue_mrc_validation_q_005274,klue_mrc,두 사내 조직이 본질적으로 서로 다른 방향성을 가지고 있음을 지적한 사람은?,lexical_mismatch,,semantic_rewrite,같은 의미를 다른 표현으로 바꾸어 인물·주체를 찾는 질문: 두 사내 조직이 본질적으로 서로 다른 방향성을 가지고 있음을 지적한 사람은?
klue_mrc_validation_q_005274,klue_mrc,두 사내 조직이 본질적으로 서로 다른 방향성을 가지고 있음을 지적한 사람은?,lexical_mismatch,,structured_rewrite,대상: 본질적 방향성 가지고 지적한 / 조건: 조직 / 질문유형: 인물·주체
klue_mrc_validation_q_005274,klue_mrc,두 사내 조직이 본질적으로 서로 다른 방향성을 가지고 있음을 지적한 사람은?,lexical_mismatch,,llm_rewrite,서로 다른 방향성 가진 두 사내 조직 본질적 차이 지적한 사람 누구인가
klue_mrc_validation_q_005301,klue_mrc,카드 사용자들이 돈을 지불하고 받아볼 수 있는 혜택은?,lexical_mismatch,,original,카드 사용자들이 돈을 지불하고 받아볼 수 있는 혜택은?
klue_mrc_validation_q_005301,klue_mrc,카드 사용자들이 돈을 지불하고 받아볼 수 있는 혜택은?,lexical_mismatch,,keyword_rewrite,사용자들 지불하고 받아볼 카드 돈을 있는 혜택 숫자 시간 정보
klue_mrc_validation_q_005301,klue_mrc,카드 사용자들이 돈을 지불하고 받아볼 수 있는 혜택은?,lexical_mismatch,,semantic_rewrite,같은 의미를 다른 표현으로 바꾸어 숫자·시간 정보를 찾는 질문: 카드 사용자들이 돈을 지불하고 받아볼 수 있는 혜택은?
klue_mrc_validation_q_005301,klue_mrc,카드 사용자들이 돈을 지불하고 받아볼 수 있는 혜택은?,lexical_mismatch,,structured_rewrite,대상: 사용자들 지불하고 받아볼 카드 / 조건: 속성 / 질문유형: 숫자·시간 정보
klue_mrc_validation_q_005301,klue_mrc,카드 사용자들이 돈을 지불하고 받아볼 수 있는 혜택은?,lexical_mismatch,,llm_rewrite,카드 사용자들이 지불 후 받을 수 있는 혜택 종류와 내용
klue_mrc_validation_q_005311,klue_mrc,지하 5층~지상 16층 3개 동으로 이루어진 건물을 지은 회사는?,numeric_temporal_mismatch,,original,지하 5층~지상 16층 3개 동으로 이루어진 건물을 지은 회사는?
klue_mrc_validation_q_005311,klue_mrc,지하 5층~지상 16층 3개 동으로 이루어진 건물을 지은 회사는?,numeric_temporal_mismatch,,keyword_rewrite,이루어진 16층 지하 5층 지상 3개 숫자 날짜 연도 순위 정답 정보
klue_mrc_validation_q_005311,klue_mrc,지하 5층~지상 16층 3개 동으로 이루어진 건물을 지은 회사는?,numeric_temporal_mismatch,,semantic_rewrite,몇 년·언제·몇 위·몇 명 같은 조건을 명확히 하여 정답 정보를 찾는 질문: 지하 5층~지상 16층 3개 동으로 이루어진 건물을 지은 회사는?
klue_mrc_validation_q_005311,klue_mrc,지하 5층~지상 16층 3개 동으로 이루어진 건물을 지은 회사는?,numeric_temporal_mismatch,,structured_rewrite,대상: 이루어진 16층 지하 5층 / 조건: 5층 16층 3개 / 질문유형: 정답 정보
klue_mrc_validation_q_005311,klue_mrc,지하 5층~지상 16층 3개 동으로 이루어진 건물을 지은 회사는?,numeric_temporal_mismatch,,llm_rewrite,지하 5층 지상 16층 3개 동 건물 시공 회사
klue_mrc_validation_q_005315,klue_mrc,KT가 시장개척을 망설이는 나라는?,lexical_mismatch,,original,KT가 시장개척을 망설이는 나라는?
klue_mrc_validation_q_005315,klue_mrc,KT가 시장개척을 망설이는 나라는?,lexical_mismatch,,keyword_rewrite,시장개척 망설이 kt 나라 정답 정보
klue_mrc_validation_q_005315,klue_mrc,KT가 시장개척을 망설이는 나라는?,lexical_mismatch,,semantic_rewrite,같은 의미를 다른 표현으로 바꾸어 정답 정보를 찾는 질문: KT가 시장개척을 망설이는 나라는?
klue_mrc_validation_q_005315,klue_mrc,KT가 시장개척을 망설이는 나라는?,lexical_mismatch,,structured_rewrite,대상: 시장개척 망설이 kt 나라 / 조건: 시장개척 / 질문유형: 정답 정보
klue_mrc_validation_q_005315,klue_mrc,KT가 시장개척을 망설이는 나라는?,lexical_mismatch,,llm_rewrite,KT가 시장개척을 주저하는 국가 목록
klue_mrc_validation_q_005322,klue_mrc,"이주노동자를 위한 병원을 기점으로, 세계 곳곳에 의료지원이나 의료진 교육 사업을 진행하는 회사는?",lexical_mismatch,,original,"이주노동자를 위한 병원을 기점으로, 세계 곳곳에 의료지원이나 의료진 교육 사업을 진행하는 회사는?"
klue_mrc_validation_q_005322,klue_mrc,"이주노동자를 위한 병원을 기점으로, 세계 곳곳에 의료지원이나 의료진 교육 사업을 진행하는 회사는?",lexical_mismatch,,keyword_rewrite,의료지원이나 이주노동자 의료진 위한 병원 기점 세계 곳곳 정답 정보
klue_mrc_validation_q_005322,klue_mrc,"이주노동자를 위한 병원을 기점으로, 세계 곳곳에 의료지원이나 의료진 교육 사업을 진행하는 회사는?",lexical_mismatch,,semantic_rewrite,"같은 의미를 다른 표현으로 바꾸어 정답 정보를 찾는 질문: 이주노동자를 위한 병원을 기점으로, 세계 곳곳에 의료지원이나 의료진 교육 사업을 진행하는 회사는?"
klue_mrc_validation_q_005322,klue_mrc,"이주노동자를 위한 병원을 기점으로, 세계 곳곳에 의료지원이나 의료진 교육 사업을 진행하는 회사는?",lexical_mismatch,,structured_rewrite,대상: 의료지원이나 이주노동자 의료진 위한 / 조건: 위한 병원 세계 의료지원이나 / 질문유형: 정답 정보
klue_mrc_validation_q_005322,klue_mrc,"이주노동자를 위한 병원을 기점으로, 세계 곳곳에 의료지원이나 의료진 교육 사업을 진행하는 회사는?",lexical_mismatch,,llm_rewrite,이주노동자 병원 기반 세계 의료지원 및 의료진 교육 사업 회사
klue_mrc_validation_q_005329,klue_mrc,기존 회장의 퇴임식이 진행된 달은?,entity_mismatch,,original,기존 회장의 퇴임식이 진행된 달은?
klue_mrc_validation_q_005329,klue_mrc,기존 회장의 퇴임식이 진행된 달은?,entity_mismatch,,keyword_rewrite,퇴임식 진행된 기존 회장 달은 정답 정보
klue_mrc_validation_q_005329,klue_mrc,기존 회장의 퇴임식이 진행된 달은?,entity_mismatch,,semantic_rewrite,인물·기관·작품 혼동을 줄이도록 대상과 관계를 분명히 한 질문: 기존 회장의 퇴임식이 진행된 달은?
klue_mrc_validation_q_005329,klue_mrc,기존 회장의 퇴임식이 진행된 달은?,entity_mismatch,,structured_rewrite,대상: 퇴임식 진행된 기존 회장 / 조건: 관계 / entity 혼동 방지 / 질문유형: 정답 정보
klue_mrc_validation_q_005329,klue_mrc,기존 회장의 퇴임식이 진행된 달은?,entity_mismatch,,llm_rewrite,기존 회장 퇴임식 진행된 달 월 언제인지
klue_mrc_validation_q_005331,klue_mrc,전 분기 대비 삼성전자 영업 이익의 하락률은?,entity_mismatch,,original,전 분기 대비 삼성전자 영업 이익의 하락률은?
klue_mrc_validation_q_005331,klue_mrc,전 분기 대비 삼성전자 영업 이익의 하락률은?,entity_mismatch,,keyword_rewrite,삼성전자 하락률 분기 대비 영업 이익 정답 정보
klue_mrc_validation_q_005331,klue_mrc,전 분기 대비 삼성전자 영업 이익의 하락률은?,entity_mismatch,,semantic_rewrite,인물·기관·작품 혼동을 줄이도록 대상과 관계를 분명히 한 질문: 전 분기 대비 삼성전자 영업 이익의 하락률은?
klue_mrc_validation_q_005331,klue_mrc,전 분기 대비 삼성전자 영업 이익의 하락률은?,entity_mismatch,,structured_rewrite,대상: 삼성전자 하락률 분기 대비 / 조건: 분기 / entity 혼동 방지 / 질문유형: 정답 정보
klue_mrc_validation_q_005331,klue_mrc,전 분기 대비 삼성전자 영업 이익의 하락률은?,entity_mismatch,,llm_rewrite,삼성전자 전 분기 대비 영업이익 하락률 분석
klue_mrc_validation_q_005333,klue_mrc,이재용의 모친 성함은?,missing_key_term,,original,이재용의 모친 성함은?
klue_mrc_validation_q_005333,klue_mrc,이재용의 모친 성함은?,missing_key_term,,keyword_rewrite,이재용 모친 성함 정답 정보
klue_mrc_validation_q_005333,klue_mrc,이재용의 모친 성함은?,missing_key_term,,semantic_rewrite,생략된 대상과 의도를 명확히 하여 정답 정보를 찾는 질문: 이재용의 모친 성함은?
klue_mrc_validation_q_005333,klue_mrc,이재용의 모친 성함은?,missing_key_term,,structured_rewrite,대상: 이재용 모친 성함 / 조건: 요구정보 / 대상 명확화 / 질문유형: 정답 정보
klue_mrc_validation_q_005333,klue_mrc,이재용의 모친 성함은?,missing_key_term,,llm_rewrite,이재용 어머니 이름 성함 정보
klue_mrc_validation_q_005351,klue_mrc,총 4900명이 일하는 공장이 속한 회사는?,numeric_temporal_mismatch,,original,총 4900명이 일하는 공장이 속한 회사는?
klue_mrc_validation_q_005351,klue_mrc,총 4900명이 일하는 공장이 속한 회사는?,numeric_temporal_mismatch,,keyword_rewrite,4900명 일하 공장 속한 회사 숫자 날짜 연도 순위 정답 정보
klue_mrc_validation_q_005351,klue_mrc,총 4900명이 일하는 공장이 속한 회사는?,numeric_temporal_mismatch,,semantic_rewrite,몇 년·언제·몇 위·몇 명 같은 조건을 명확히 하여 정답 정보를 찾는 질문: 총 4900명이 일하는 공장이 속한 회사는?
klue_mrc_validation_q_005351,klue_mrc,총 4900명이 일하는 공장이 속한 회사는?,numeric_temporal_mismatch,,structured_rewrite,대상: 4900명 일하 공장 속한 / 조건: 4900명 일하 / 질문유형: 정답 정보
klue_mrc_validation_q_005351,klue_mrc,총 4900명이 일하는 공장이 속한 회사는?,numeric_temporal_mismatch,,llm_rewrite,4900명 근무하는 공장이 속한 회사 이름
klue_mrc_validation_q_005374,klue_mrc,남향 위주의 배치로 일조권을 확보한 아파트 이름은?,entity_mismatch,,original,남향 위주의 배치로 일조권을 확보한 아파트 이름은?
klue_mrc_validation_q_005374,klue_mrc,남향 위주의 배치로 일조권을 확보한 아파트 이름은?,entity_mismatch,,keyword_rewrite,일조권 확보한 아파트 남향 위주 배치 이름 인물 주체
klue_mrc_validation_q_005374,klue_mrc,남향 위주의 배치로 일조권을 확보한 아파트 이름은?,entity_mismatch,,semantic_rewrite,인물·기관·작품 혼동을 줄이도록 대상과 관계를 분명히 한 질문: 남향 위주의 배치로 일조권을 확보한 아파트 이름은?
klue_mrc_validation_q_005374,klue_mrc,남향 위주의 배치로 일조권을 확보한 아파트 이름은?,entity_mismatch,,structured_rewrite,대상: 일조권 확보한 아파트 남향 / 조건: 위주 일조권 / entity 혼동 방지 / 질문유형: 인물·주체
klue_mrc_validation_q_005374,klue_mrc,남향 위주의 배치로 일조권을 확보한 아파트 이름은?,entity_mismatch,,llm_rewrite,남향 배치로 일조권 확보한 아파트 이름
klue_mrc_validation_q_005381,klue_mrc,삼성과 엣리엇 간 소송이 계속중인 곳은?,missing_key_term,entity_mismatch,original,삼성과 엣리엇 간 소송이 계속중인 곳은?
klue_mrc_validation_q_005381,klue_mrc,삼성과 엣리엇 간 소송이 계속중인 곳은?,missing_key_term,entity_mismatch,keyword_rewrite,계속중인 엣리엇 삼성 소송 곳은 정답 정보
klue_mrc_validation_q_005381,klue_mrc,삼성과 엣리엇 간 소송이 계속중인 곳은?,missing_key_term,entity_mismatch,semantic_rewrite,생략된 대상과 의도를 명확히 하여 정답 정보를 찾는 질문: 삼성과 엣리엇 간 소송이 계속중인 곳은?
klue_mrc_validation_q_005381,klue_mrc,삼성과 엣리엇 간 소송이 계속중인 곳은?,missing_key_term,entity_mismatch,structured_rewrite,대상: 계속중인 엣리엇 삼성 소송 / 조건: 요구정보 / 대상 명확화 / 질문유형: 정답 정보
klue_mrc_validation_q_005381,klue_mrc,삼성과 엣리엇 간 소송이 계속중인 곳은?,missing_key_term,entity_mismatch,llm_rewrite,삼성과 엘리엇 간 소송 진행 중인 법원 위치
klue_mrc_validation_q_005384,klue_mrc,고린두호서 내용을 인용한 사람의 이름은?,entity_mismatch,,original,고린두호서 내용을 인용한 사람의 이름은?
klue_mrc_validation_q_005384,klue_mrc,고린두호서 내용을 인용한 사람의 이름은?,entity_mismatch,,keyword_rewrite,고린두호서 인용한 내용 사람 이름 인물 주체
klue_mrc_validation_q_005384,klue_mrc,고린두호서 내용을 인용한 사람의 이름은?,entity_mismatch,,semantic_rewrite,인물·기관·작품 혼동을 줄이도록 대상과 관계를 분명히 한 질문: 고린두호서 내용을 인용한 사람의 이름은?
klue_mrc_validation_q_005384,klue_mrc,고린두호서 내용을 인용한 사람의 이름은?,entity_mismatch,,structured_rewrite,대상: 고린두호서 인용한 내용 사람 / 조건: 관계 / entity 혼동 방지 / 질문유형: 인물·주체
klue_mrc_validation_q_005384,klue_mrc,고린두호서 내용을 인용한 사람의 이름은?,entity_mismatch,,llm_rewrite,고린두후서 인용한 인물 이름
klue_mrc_validation_q_005393,klue_mrc,일정표를 발표한 곳에서 일하는 인물의 이름은?,entity_mismatch,,original,일정표를 발표한 곳에서 일하는 인물의 이름은?
klue_mrc_validation_q_005393,klue_mrc,일정표를 발표한 곳에서 일하는 인물의 이름은?,entity_mismatch,,keyword_rewrite,일정표 발표한 곳에서 일하 인물 이름 인물 주체
klue_mrc_validation_q_005393,klue_mrc,일정표를 발표한 곳에서 일하는 인물의 이름은?,entity_mismatch,,semantic_rewrite,인물·기관·작품 혼동을 줄이도록 대상과 관계를 분명히 한 질문: 일정표를 발표한 곳에서 일하는 인물의 이름은?
klue_mrc_validation_q_005393,klue_mrc,일정표를 발표한 곳에서 일하는 인물의 이름은?,entity_mismatch,,structured_rewrite,대상: 일정표 발표한 곳에서 일하 / 조건: 일정표 일하 / entity 혼동 방지 / 질문유형: 인물·주체
klue_mrc_validation_q_005393,klue_mrc,일정표를 발표한 곳에서 일하는 인물의 이름은?,entity_mismatch,,llm_rewrite,일정표 발표 기관에서 근무하는 인물 이름
klue_mrc_validation_q_005410,klue_mrc,입주가 시작된 주거복합단지의 건설사는?,missing_key_term,,original,입주가 시작된 주거복합단지의 건설사는?
klue_mrc_validation_q_005410,klue_mrc,입주가 시작된 주거복합단지의 건설사는?,missing_key_term,,keyword_rewrite,주거복합단지 시작된 건설사 입주 정답 정보
klue_mrc_validation_q_005410,klue_mrc,입주가 시작된 주거복합단지의 건설사는?,missing_key_term,,semantic_rewrite,생략된 대상과 의도를 명확히 하여 정답 정보를 찾는 질문: 입주가 시작된 주거복합단지의 건설사는?
klue_mrc_validation_q_005410,klue_mrc,입주가 시작된 주거복합단지의 건설사는?,missing_key_term,,structured_rewrite,대상: 주거복합단지 시작된 건설사 입주 / 조건: 요구정보 / 대상 명확화 / 질문유형: 정답 정보
klue_mrc_validation_q_005410,klue_mrc,입주가 시작된 주거복합단지의 건설사는?,missing_key_term,,llm_rewrite,입주 시작된 주거복합단지 건설사 이름
klue_mrc_validation_q_005418,klue_mrc,SNS의 활용을 어려워하는 사람은?,lexical_mismatch,,original,SNS의 활용을 어려워하는 사람은?
klue_mrc_validation_q_005418,klue_mrc,SNS의 활용을 어려워하는 사람은?,lexical_mismatch,,keyword_rewrite,sns 어려워 활용 사람 인물 주체
klue_mrc_validation_q_005418,klue_mrc,SNS의 활용을 어려워하는 사람은?,lexical_mismatch,,semantic_rewrite,같은 의미를 다른 표현으로 바꾸어 인물·주체를 찾는 질문: SNS의 활용을 어려워하는 사람은?
klue_mrc_validation_q_005418,klue_mrc,SNS의 활용을 어려워하는 사람은?,lexical_mismatch,,structured_rewrite,대상: sns 어려워 활용 사람 / 조건: 속성 / 질문유형: 인물·주체
klue_mrc_validation_q_005418,klue_mrc,SNS의 활용을 어려워하는 사람은?,lexical_mismatch,,llm_rewrite,SNS 활용을 어려워하는 사람 유형과 특징
klue_mrc_validation_q_005424,klue_mrc,시민주의적 성향을 보인 정기 간행물은 무엇인가?,missing_key_term,entity_mismatch,original,시민주의적 성향을 보인 정기 간행물은 무엇인가?
klue_mrc_validation_q_005424,klue_mrc,시민주의적 성향을 보인 정기 간행물은 무엇인가?,missing_key_term,entity_mismatch,keyword_rewrite,시민주의적 간행물 무엇인 성향 보인 정기 정답 정보
klue_mrc_validation_q_005424,klue_mrc,시민주의적 성향을 보인 정기 간행물은 무엇인가?,missing_key_term,entity_mismatch,semantic_rewrite,생략된 대상과 의도를 명확히 하여 정답 정보를 찾는 질문: 시민주의적 성향을 보인 정기 간행물은 무엇인가?
klue_mrc_validation_q_005424,klue_mrc,시민주의적 성향을 보인 정기 간행물은 무엇인가?,missing_key_term,entity_mismatch,structured_rewrite,대상: 시민주의적 간행물 무엇인 성향 / 조건: 요구정보 / 대상 명확화 / 질문유형: 정답 정보
klue_mrc_validation_q_005424,klue_mrc,시민주의적 성향을 보인 정기 간행물은 무엇인가?,missing_key_term,entity_mismatch,llm_rewrite,시민주의 성향을 가진 정기 간행물 이름
klue_mrc_validation_q_005433,klue_mrc,티몬의 연 평균 매출액은?,missing_key_term,,original,티몬의 연 평균 매출액은?
klue_mrc_validation_q_005433,klue_mrc,티몬의 연 평균 매출액은?,missing_key_term,,keyword_rewrite,매출액 티몬 평균 정답 정보
klue_mrc_validation_q_005433,klue_mrc,티몬의 연 평균 매출액은?,missing_key_term,,semantic_rewrite,생략된 대상과 의도를 명확히 하여 정답 정보를 찾는 질문: 티몬의 연 평균 매출액은?
klue_mrc_validation_q_005433,klue_mrc,티몬의 연 평균 매출액은?,missing_key_term,,structured_rewrite,대상: 매출액 티몬 평균 / 조건: 요구정보 / 대상 명확화 / 질문유형: 정답 정보
klue_mrc_validation_q_005433,klue_mrc,티몬의 연 평균 매출액은?,missing_key_term,,llm_rewrite,티몬 연간 평균 매출액 데이터
klue_mrc_validation_q_005447,klue_mrc,안태환이 일하는 회사는 고기를 몇 톤 준비했는가?,numeric_temporal_mismatch,missing_key_term,original,안태환이 일하는 회사는 고기를 몇 톤 준비했는가?
klue_mrc_validation_q_005447,klue_mrc,안태환이 일하는 회사는 고기를 몇 톤 준비했는가?,numeric_temporal_mismatch,missing_key_term,keyword_rewrite,준비했는 안태환 일하 회사 고기 몇 숫자 날짜 연도 순위 숫자 시간 정보
klue_mrc_validation_q_005447,klue_mrc,안태환이 일하는 회사는 고기를 몇 톤 준비했는가?,numeric_temporal_mismatch,missing_key_term,semantic_rewrite,몇 년·언제·몇 위·몇 명 같은 조건을 명확히 하여 숫자·시간 정보를 찾는 질문: 안태환이 일하는 회사는 고기를 몇 톤 준비했는가?
klue_mrc_validation_q_005447,klue_mrc,안태환이 일하는 회사는 고기를 몇 톤 준비했는가?,numeric_temporal_mismatch,missing_key_term,structured_rewrite,대상: 준비했는 안태환 일하 회사 / 조건: 일하 몇 / 질문유형: 숫자·시간 정보
klue_mrc_validation_q_005447,klue_mrc,안태환이 일하는 회사는 고기를 몇 톤 준비했는가?,numeric_temporal_mismatch,missing_key_term,llm_rewrite,안태환이 일하는 회사 고기 준비량 몇 톤
klue_mrc_validation_q_005455,klue_mrc,앞선 기업을 따라잡는 방식은 더이상 쓸 수 없다 말한 사람의 이름은?,lexical_mismatch,,original,앞선 기업을 따라잡는 방식은 더이상 쓸 수 없다 말한 사람의 이름은?
klue_mrc_validation_q_005455,klue_mrc,앞선 기업을 따라잡는 방식은 더이상 쓸 수 없다 말한 사람의 이름은?,lexical_mismatch,,keyword_rewrite,따라잡 더이상 앞선 기업 방식 없다 말한 사람 방법 과정
klue_mrc_validation_q_005455,klue_mrc,앞선 기업을 따라잡는 방식은 더이상 쓸 수 없다 말한 사람의 이름은?,lexical_mismatch,,semantic_rewrite,같은 의미를 다른 표현으로 바꾸어 방법·과정를 찾는 질문: 앞선 기업을 따라잡는 방식은 더이상 쓸 수 없다 말한 사람의 이름은?
klue_mrc_validation_q_005455,klue_mrc,앞선 기업을 따라잡는 방식은 더이상 쓸 수 없다 말한 사람의 이름은?,lexical_mismatch,,structured_rewrite,대상: 따라잡 더이상 앞선 기업 / 조건: 속성 / 질문유형: 방법·과정
klue_mrc_validation_q_005455,klue_mrc,앞선 기업을 따라잡는 방식은 더이상 쓸 수 없다 말한 사람의 이름은?,lexical_mismatch,,llm_rewrite,앞선 기업 따라잡기 방식 불가능 주장한 사람 이름
klue_mrc_validation_q_005463,klue_mrc,파손교환보증제도를 이용할 수 있는 업체는?,lexical_mismatch,,original,파손교환보증제도를 이용할 수 있는 업체는?
klue_mrc_validation_q_005463,klue_mrc,파손교환보증제도를 이용할 수 있는 업체는?,lexical_mismatch,,keyword_rewrite,파손교환보증제도 이용할 있는 업체 숫자 시간 정보
klue_mrc_validation_q_005463,klue_mrc,파손교환보증제도를 이용할 수 있는 업체는?,lexical_mismatch,,semantic_rewrite,같은 의미를 다른 표현으로 바꾸어 숫자·시간 정보를 찾는 질문: 파손교환보증제도를 이용할 수 있는 업체는?
klue_mrc_validation_q_005463,klue_mrc,파손교환보증제도를 이용할 수 있는 업체는?,lexical_mismatch,,structured_rewrite,대상: 파손교환보증제도 이용할 있는 업체 / 조건: 속성 / 질문유형: 숫자·시간 정보
klue_mrc_validation_q_005463,klue_mrc,파손교환보증제도를 이용할 수 있는 업체는?,lexical_mismatch,,llm_rewrite,파손교환보증제도 이용 가능 업체 목록
klue_mrc_validation_q_005467,klue_mrc,대통령 후보로 거론되는 사람의 이름은?,missing_key_term,entity_mismatch,original,대통령 후보로 거론되는 사람의 이름은?
klue_mrc_validation_q_005467,klue_mrc,대통령 후보로 거론되는 사람의 이름은?,missing_key_term,entity_mismatch,keyword_rewrite,대통령 후보 거론 사람 이름 인물 주체
klue_mrc_validation_q_005467,klue_mrc,대통령 후보로 거론되는 사람의 이름은?,missing_key_term,entity_mismatch,semantic_rewrite,생략된 대상과 의도를 명확히 하여 인물·주체를 찾는 질문: 대통령 후보로 거론되는 사람의 이름은?
klue_mrc_validation_q_005467,klue_mrc,대통령 후보로 거론되는 사람의 이름은?,missing_key_term,entity_mismatch,structured_rewrite,대상: 대통령 후보 거론 사람 / 조건: 요구정보 / 대상 명확화 / 질문유형: 인물·주체
klue_mrc_validation_q_005467,klue_mrc,대통령 후보로 거론되는 사람의 이름은?,missing_key_term,entity_mismatch,llm_rewrite,대통령 후보로 거론되는 인물 이름 목록
klue_mrc_validation_q_005470,klue_mrc,신형 자동차에 대한 가격을 공시한 기업은?,missing_key_term,entity_mismatch,original,신형 자동차에 대한 가격을 공시한 기업은?
klue_mrc_validation_q_005470,klue_mrc,신형 자동차에 대한 가격을 공시한 기업은?,missing_key_term,entity_mismatch,keyword_rewrite,자동차 공시한 신형 대한 가격 기업 정답 정보
klue_mrc_validation_q_005470,klue_mrc,신형 자동차에 대한 가격을 공시한 기업은?,missing_key_term,entity_mismatch,semantic_rewrite,생략된 대상과 의도를 명확히 하여 정답 정보를 찾는 질문: 신형 자동차에 대한 가격을 공시한 기업은?
klue_mrc_validation_q_005470,klue_mrc,신형 자동차에 대한 가격을 공시한 기업은?,missing_key_term,entity_mismatch,structured_rewrite,대상: 자동차 공시한 신형 대한 / 조건: 요구정보 / 대상 명확화 / 질문유형: 정답 정보
klue_mrc_validation_q_005470,klue_mrc,신형 자동차에 대한 가격을 공시한 기업은?,missing_key_term,entity_mismatch,llm_rewrite,신형 자동차 가격 공시한 기업 목록
klue_mrc_validation_q_005474,klue_mrc,지원금 3000만원으로 인해 사업을 정리한 사람은?,numeric_temporal_mismatch,,original,지원금 3000만원으로 인해 사업을 정리한 사람은?
klue_mrc_validation_q_005474,klue_mrc,지원금 3000만원으로 인해 사업을 정리한 사람은?,numeric_temporal_mismatch,,keyword_rewrite,3000만원 지원금 정리한 인해 사업 사람 숫자 날짜 연도 순위 인물 주체
klue_mrc_validation_q_005474,klue_mrc,지원금 3000만원으로 인해 사업을 정리한 사람은?,numeric_temporal_mismatch,,semantic_rewrite,몇 년·언제·몇 위·몇 명 같은 조건을 명확히 하여 인물·주체를 찾는 질문: 지원금 3000만원으로 인해 사업을 정리한 사람은?
klue_mrc_validation_q_005474,klue_mrc,지원금 3000만원으로 인해 사업을 정리한 사람은?,numeric_temporal_mismatch,,structured_rewrite,대상: 3000만원 지원금 정리한 인해 / 조건: 지원금 3000만원 / 질문유형: 인물·주체
