qid,retriever,policy_name,eval_split,state_key,selected_strategy,failure_type,original_rank,original_success,originally_failed,gold_rank,reward,policy_reward,recall@1,recall@5,recall@10,mrr,answer_f1,original_gold_rank,original_recall@10,original_mrr,original_answer_f1,original_reward,rank_improvement,recall10_improvement,mrr_improvement,answer_f1_improvement,reward_improvement,original_query_length,rewrite_query_length,keyword_overlap,semantic_similarity,bm25_initial_rank,dense_initial_rank,hybrid_initial_rank,rank_gap_bm25_dense,rank_gap_bm25_hybrid,rank_gap_dense_hybrid
6581515-1-0,hybrid,reward_selected,train,ellipsis|short|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,original,ellipsis,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,4,4,1.0,1.0,,9,,,,
6581515-1-0,hybrid,oracle_best_strategy,train,ellipsis|short|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,original,ellipsis,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,4,4,1.0,1.0,,9,,,,
6507936-2-2,bm25,original_only,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,5,True,False,5,1.6,0.0,0.0,1.0,1.0,0.2,1.0,5,1.0,0.2,1.0,1.6,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,5,,6,,1,
6507936-2-2,bm25,always_keyword,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,unlabeled,5,True,False,4,1.5916666666666668,-0.008333333333333304,0.0,1.0,1.0,0.25,1.0,5,1.0,0.2,1.0,1.6,1,0.0,0.04999999999999999,0.0,-0.008333333333333304,6,5,0.8333333333333334,0.8333333333333334,5,,6,,1,
6507936-2-2,bm25,always_expanded,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,5,True,False,4,1.625,0.02499999999999991,0.0,1.0,1.0,0.25,1.0,5,1.0,0.2,1.0,1.6,1,0.0,0.04999999999999999,0.0,0.02499999999999991,6,11,1.0,1.0,5,,6,,1,
6507936-2-2,bm25,always_prompt,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,prompt,unlabeled,5,True,False,5,1.6,0.0,0.0,1.0,1.0,0.2,1.0,5,1.0,0.2,1.0,1.6,0,0.0,0.0,0.0,0.0,6,12,1.0,1.0,5,,6,,1,
6507936-2-2,bm25,always_structured,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,structured,unlabeled,5,True,False,4,1.505,-0.0950000000000002,0.0,1.0,1.0,0.25,1.0,5,1.0,0.2,1.0,1.6,1,0.0,0.04999999999999999,0.0,-0.0950000000000002,6,18,1.0,1.0,5,,6,,1,
6507936-2-2,bm25,always_llm,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,unlabeled,5,True,False,4,1.5583333333333333,-0.04166666666666674,0.0,1.0,1.0,0.25,1.0,5,1.0,0.2,1.0,1.6,1,0.0,0.04999999999999999,0.0,-0.04166666666666674,6,5,0.6666666666666666,0.6666666666666666,5,,6,,1,
6507936-2-2,bm25,failure_type_policy,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,5,True,False,5,1.6,0.0,0.0,1.0,1.0,0.2,1.0,5,1.0,0.2,1.0,1.6,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,5,,6,,1,
6507936-2-2,bm25,reward_selected,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,5,True,False,4,1.625,0.02499999999999991,0.0,1.0,1.0,0.25,1.0,5,1.0,0.2,1.0,1.6,1,0.0,0.04999999999999999,0.0,0.02499999999999991,6,11,1.0,1.0,5,,6,,1,
6507936-2-2,bm25,oracle_best_strategy,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,5,True,False,4,1.625,0.02499999999999991,0.0,1.0,1.0,0.25,1.0,5,1.0,0.2,1.0,1.6,1,0.0,0.04999999999999999,0.0,0.02499999999999991,6,11,1.0,1.0,5,,6,,1,
6507936-2-2,dense,original_only,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,5,,6,,1,
6507936-2-2,dense,always_keyword,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,unlabeled,,False,True,,0.4666666666666667,-0.033333333333333326,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.033333333333333326,6,5,0.8333333333333334,0.8333333333333334,5,,6,,1,
6507936-2-2,dense,always_expanded,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,6,11,1.0,1.0,5,,6,,1,
6507936-2-2,dense,always_prompt,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,prompt,unlabeled,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,6,12,1.0,1.0,5,,6,,1,
6507936-2-2,dense,always_structured,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,structured,unlabeled,,False,True,,0.38,-0.12,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.12,6,18,1.0,1.0,5,,6,,1,
6507936-2-2,dense,always_llm,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,unlabeled,,False,True,,0.43333333333333335,-0.06666666666666665,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.06666666666666665,6,5,0.6666666666666666,0.6666666666666666,5,,6,,1,
6507936-2-2,dense,failure_type_policy,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,5,,6,,1,
6507936-2-2,dense,reward_selected,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,5,,6,,1,
6507936-2-2,dense,oracle_best_strategy,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,5,,6,,1,
6507936-2-2,hybrid,original_only,train,unlabeled|medium|rank_6_10|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,6,True,False,6,1.5833333333333333,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,6,1.0,0.16666666666666666,1.0,1.5833333333333333,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,5,,6,,1,
6507936-2-2,hybrid,always_keyword,train,unlabeled|medium|rank_6_10|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,unlabeled,6,True,False,5,1.5666666666666669,-0.016666666666666385,0.0,1.0,1.0,0.2,1.0,6,1.0,0.16666666666666666,1.0,1.5833333333333333,1,0.0,0.033333333333333354,0.0,-0.016666666666666385,6,5,0.8333333333333334,0.8333333333333334,5,,6,,1,
6507936-2-2,hybrid,always_expanded,train,unlabeled|medium|rank_6_10|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,6,True,False,5,1.6,0.01666666666666683,0.0,1.0,1.0,0.2,1.0,6,1.0,0.16666666666666666,1.0,1.5833333333333333,1,0.0,0.033333333333333354,0.0,0.01666666666666683,6,11,1.0,1.0,5,,6,,1,
6507936-2-2,hybrid,always_prompt,train,unlabeled|medium|rank_6_10|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,prompt,unlabeled,6,True,False,6,1.5833333333333333,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,6,1.0,0.16666666666666666,1.0,1.5833333333333333,0,0.0,0.0,0.0,0.0,6,12,1.0,1.0,5,,6,,1,
6507936-2-2,hybrid,always_structured,train,unlabeled|medium|rank_6_10|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,structured,unlabeled,6,True,False,5,1.48,-0.10333333333333328,0.0,1.0,1.0,0.2,1.0,6,1.0,0.16666666666666666,1.0,1.5833333333333333,1,0.0,0.033333333333333354,0.0,-0.10333333333333328,6,18,1.0,1.0,5,,6,,1,
6507936-2-2,hybrid,always_llm,train,unlabeled|medium|rank_6_10|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,unlabeled,6,True,False,5,1.5333333333333334,-0.04999999999999982,0.0,1.0,1.0,0.2,1.0,6,1.0,0.16666666666666666,1.0,1.5833333333333333,1,0.0,0.033333333333333354,0.0,-0.04999999999999982,6,5,0.6666666666666666,0.6666666666666666,5,,6,,1,
6507936-2-2,hybrid,failure_type_policy,train,unlabeled|medium|rank_6_10|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,6,True,False,6,1.5833333333333333,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,6,1.0,0.16666666666666666,1.0,1.5833333333333333,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,5,,6,,1,
6507936-2-2,hybrid,reward_selected,train,unlabeled|medium|rank_6_10|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,6,True,False,5,1.6,0.01666666666666683,0.0,1.0,1.0,0.2,1.0,6,1.0,0.16666666666666666,1.0,1.5833333333333333,1,0.0,0.033333333333333354,0.0,0.01666666666666683,6,11,1.0,1.0,5,,6,,1,
6507936-2-2,hybrid,oracle_best_strategy,train,unlabeled|medium|rank_6_10|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,6,True,False,5,1.6,0.01666666666666683,0.0,1.0,1.0,0.2,1.0,6,1.0,0.16666666666666666,1.0,1.5833333333333333,1,0.0,0.033333333333333354,0.0,0.01666666666666683,6,11,1.0,1.0,5,,6,,1,
6507936-14-0,bm25,original_only,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-14-0,bm25,always_keyword,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,unlabeled,1,True,False,7,1.4514285714285715,-0.5485714285714285,0.0,0.0,1.0,0.14285714285714285,1.0,1,1.0,1.0,1.0,2.0,-6,0.0,-0.8571428571428572,0.0,-0.5485714285714285,5,2,0.4,0.4,1,,1,,0,
6507936-14-0,bm25,always_expanded,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,1,True,False,2,1.75,-0.25,0.0,1.0,1.0,0.5,1.0,1,1.0,1.0,1.0,2.0,-1,0.0,-0.5,0.0,-0.25,5,7,1.0,1.0,1,,1,,0,
6507936-14-0,bm25,always_prompt,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,prompt,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,11,1.0,1.0,1,,1,,0,
6507936-14-0,bm25,always_structured,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,structured,unlabeled,1,True,False,2,1.71,-0.29000000000000004,0.0,1.0,1.0,0.5,1.0,1,1.0,1.0,1.0,2.0,-1,0.0,-0.5,0.0,-0.29000000000000004,5,14,1.0,1.0,1,,1,,0,
6507936-14-0,bm25,always_llm,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,unlabeled,1,True,False,1,1.96,-0.040000000000000036,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.040000000000000036,5,6,0.8,0.8,1,,1,,0,
6507936-14-0,bm25,failure_type_policy,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-14-0,bm25,reward_selected,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-14-0,bm25,oracle_best_strategy,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-14-0,dense,original_only,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,,False,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-14-0,dense,always_keyword,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,unlabeled,,False,True,,-0.12,-0.12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.12,5,2,0.4,0.4,1,,1,,0,
6507936-14-0,dense,always_expanded,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,,False,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,7,1.0,1.0,1,,1,,0,
6507936-14-0,dense,always_prompt,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,prompt,unlabeled,,False,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,11,1.0,1.0,1,,1,,0,
6507936-14-0,dense,always_structured,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,structured,unlabeled,,False,True,,-0.04,-0.04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.04,5,14,1.0,1.0,1,,1,,0,
6507936-14-0,dense,always_llm,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,unlabeled,,False,True,8,1.5225,1.5225,0.0,0.0,1.0,0.125,1.0,,0.0,0.0,0.0,0.0,3,1.0,0.125,1.0,1.5225,5,6,0.8,0.8,1,,1,,0,
6507936-14-0,dense,failure_type_policy,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,,False,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-14-0,dense,reward_selected,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,unlabeled,,False,True,8,1.5225,1.5225,0.0,0.0,1.0,0.125,1.0,,0.0,0.0,0.0,0.0,3,1.0,0.125,1.0,1.5225,5,6,0.8,0.8,1,,1,,0,
6507936-14-0,dense,oracle_best_strategy,train,unlabeled|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,unlabeled,,False,True,8,1.5225,1.5225,0.0,0.0,1.0,0.125,1.0,,0.0,0.0,0.0,0.0,3,1.0,0.125,1.0,1.5225,5,6,0.8,0.8,1,,1,,0,
6507936-14-0,hybrid,original_only,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-14-0,hybrid,always_keyword,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,unlabeled,1,True,False,6,1.4633333333333334,-0.5366666666666666,0.0,0.0,1.0,0.16666666666666666,1.0,1,1.0,1.0,1.0,2.0,-5,0.0,-0.8333333333333334,0.0,-0.5366666666666666,5,2,0.4,0.4,1,,1,,0,
6507936-14-0,hybrid,always_expanded,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,7,1.0,1.0,1,,1,,0,
6507936-14-0,hybrid,always_prompt,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,prompt,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,11,1.0,1.0,1,,1,,0,
6507936-14-0,hybrid,always_structured,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,structured,unlabeled,1,True,False,1,1.96,-0.040000000000000036,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.040000000000000036,5,14,1.0,1.0,1,,1,,0,
6507936-14-0,hybrid,always_llm,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,unlabeled,1,True,False,1,1.96,-0.040000000000000036,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.040000000000000036,5,6,0.8,0.8,1,,1,,0,
6507936-14-0,hybrid,failure_type_policy,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-14-0,hybrid,reward_selected,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-14-0,hybrid,oracle_best_strategy,train,unlabeled|medium|rank_1|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,5,5,1.0,1.0,1,,1,,0,
6507936-15-0,bm25,original_only,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,original,temporal_numeric,2,True,False,2,1.75,0.0,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,2,,3,,1,
6507936-15-0,bm25,always_keyword,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,keyword,temporal_numeric,2,True,False,2,1.7166666666666668,-0.033333333333333215,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,-0.033333333333333215,6,5,0.8333333333333334,0.8333333333333334,2,,3,,1,
6507936-15-0,bm25,always_expanded,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,expanded,temporal_numeric,2,True,False,2,1.75,0.0,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,0.0,6,11,1.0,1.0,2,,3,,1,
6507936-15-0,bm25,always_prompt,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,prompt,temporal_numeric,2,True,False,2,1.75,0.0,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,0.0,6,12,1.0,1.0,2,,3,,1,
6507936-15-0,bm25,always_structured,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,structured,temporal_numeric,2,True,False,3,1.5466666666666669,-0.20333333333333314,0.0,1.0,1.0,0.3333333333333333,1.0,2,1.0,0.5,1.0,1.75,-1,0.0,-0.16666666666666669,0.0,-0.20333333333333314,6,18,1.0,1.0,2,,3,,1,
6507936-15-0,bm25,always_llm,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,llm,temporal_numeric,2,True,False,1,1.9666666666666668,0.21666666666666679,1.0,1.0,1.0,1.0,1.0,2,1.0,0.5,1.0,1.75,1,0.0,0.5,0.0,0.21666666666666679,6,6,0.8333333333333334,0.8333333333333334,2,,3,,1,
6507936-15-0,bm25,failure_type_policy,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,keyword,temporal_numeric,2,True,False,2,1.7166666666666668,-0.033333333333333215,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,-0.033333333333333215,6,5,0.8333333333333334,0.8333333333333334,2,,3,,1,
6507936-15-0,bm25,reward_selected,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,llm,temporal_numeric,2,True,False,1,1.9666666666666668,0.21666666666666679,1.0,1.0,1.0,1.0,1.0,2,1.0,0.5,1.0,1.75,1,0.0,0.5,0.0,0.21666666666666679,6,6,0.8333333333333334,0.8333333333333334,2,,3,,1,
6507936-15-0,bm25,oracle_best_strategy,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,llm,temporal_numeric,2,True,False,1,1.9666666666666668,0.21666666666666679,1.0,1.0,1.0,1.0,1.0,2,1.0,0.5,1.0,1.75,1,0.0,0.5,0.0,0.21666666666666679,6,6,0.8333333333333334,0.8333333333333334,2,,3,,1,
6507936-15-0,dense,original_only,test,temporal_numeric|medium|failed|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,original,temporal_numeric,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,2,,3,,1,
6507936-15-0,dense,always_keyword,test,temporal_numeric|medium|failed|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,keyword,temporal_numeric,,False,True,,0.4666666666666667,-0.033333333333333326,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.033333333333333326,6,5,0.8333333333333334,0.8333333333333334,2,,3,,1,
6507936-15-0,dense,always_expanded,test,temporal_numeric|medium|failed|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,expanded,temporal_numeric,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,6,11,1.0,1.0,2,,3,,1,
6507936-15-0,dense,always_prompt,test,temporal_numeric|medium|failed|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,prompt,temporal_numeric,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,6,12,1.0,1.0,2,,3,,1,
6507936-15-0,dense,always_structured,test,temporal_numeric|medium|failed|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,structured,temporal_numeric,,False,True,10,1.4300000000000002,0.9300000000000002,0.0,0.0,1.0,0.1,1.0,,0.0,0.0,1.0,0.5,1,1.0,0.1,0.0,0.9300000000000002,6,18,1.0,1.0,2,,3,,1,
6507936-15-0,dense,always_llm,test,temporal_numeric|medium|failed|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,llm,temporal_numeric,,False,True,,0.4666666666666667,-0.033333333333333326,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.033333333333333326,6,6,0.8333333333333334,0.8333333333333334,2,,3,,1,
6507936-15-0,dense,failure_type_policy,test,temporal_numeric|medium|failed|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,keyword,temporal_numeric,,False,True,,0.4666666666666667,-0.033333333333333326,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.033333333333333326,6,5,0.8333333333333334,0.8333333333333334,2,,3,,1,
6507936-15-0,dense,reward_selected,test,temporal_numeric|medium|failed|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,structured,temporal_numeric,,False,True,10,1.4300000000000002,0.9300000000000002,0.0,0.0,1.0,0.1,1.0,,0.0,0.0,1.0,0.5,1,1.0,0.1,0.0,0.9300000000000002,6,18,1.0,1.0,2,,3,,1,
6507936-15-0,dense,oracle_best_strategy,test,temporal_numeric|medium|failed|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,structured,temporal_numeric,,False,True,10,1.4300000000000002,0.9300000000000002,0.0,0.0,1.0,0.1,1.0,,0.0,0.0,1.0,0.5,1,1.0,0.1,0.0,0.9300000000000002,6,18,1.0,1.0,2,,3,,1,
6507936-15-0,hybrid,original_only,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,original,temporal_numeric,3,True,False,3,1.6666666666666667,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,2,,3,,1,
6507936-15-0,hybrid,always_keyword,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,keyword,temporal_numeric,3,True,False,3,1.6333333333333333,-0.03333333333333344,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,-0.03333333333333344,6,5,0.8333333333333334,0.8333333333333334,2,,3,,1,
6507936-15-0,hybrid,always_expanded,test,temporal_numeric|medium|rank_2_5|failed_count_1|failed_dense|has_digit|no_latin|no_long_token,expanded,temporal_numeric,3,True,False,3,1.6666666666666667,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,0.0,6,11,1.0,1.0,2,,3,,1,
